업종명,업소명,업소소재지(도로명),업소소재지(지번),소재지전화
건물위생관리업,깨끗한세상,"경기도 고양시 덕양구 토당로78번길 7-29, 2(일부)층 (토당동)",경기도 고양시 덕양구 토당동 335번지 64호  2층(일부) ,031 -979 -9135
건물위생관리업,(주)한영디앤씨,"경기도 고양시 덕양구 마상로114번길 42, 용암빌딩 1(일부)층 (주교동)",경기도 고양시 덕양구 주교동 586번지 3호  용암빌딩 1(일부)층 ,031 -979 -7470
건물위생관리업,씨에스건설(주),경기도 고양시 덕양구 화중로130번길 40 (일부)7층 (화정동),경기도 고양시 덕양구 화정동 905번지 3호  7층일부 ,031 -979 -6546
건물위생관리업,보성환경(주),"경기도 고양시 덕양구 지도로42번길 5, 1층 4호 (토당동, 1층일부)",경기도 고양시 덕양구 토당동 875번지 2호  1층일부 ,031 -979 -5433
건물위생관리업,레인보우,"경기도 고양시 덕양구 충경로 44, 지하1층 B01호 (행신동, 대명프라자)",경기도 고양시 덕양구 행신동 761번지  대명프라자 지하1층 B01호 ,031 -979 -3333
건물위생관리업,(주)크린존,"경기도 고양시 덕양구 읍내로 15 (고양동, 401호일부)",경기도 고양시 덕양구 고양동 248번지 74호   ,031 -978 -8323
건물위생관리업,(주)신세기시스템,"경기도 고양시 덕양구 토당로168번길 7-4, 3(일부)층 (토당동, 동아4빌딩)",경기도 고양시 덕양구 토당동 833번지 14호  외1필지 동아4빌딩 3층일부 ,031 -978 -2673
건물위생관리업,지유환경,"경기도 고양시 일산동구 중산로 241, 해태쇼핑타운 3층 328호 (중산동)",경기도 고양시 일산동구 중산동 1561번지 1호  해태쇼핑타운 328호,031 -977 -0226
건물위생관리업,(주)티비에스워터,"경기도 고양시 덕양구 도래울안길 57, 1층 (도내동)",경기도 고양시 덕양구 도내동 1061번지 6호  1층 전체 ,031 -976 -4797
건물위생관리업,(주)우양,"경기도 고양시 일산서구 현중로36번길 66 (탄현동, 지하1층(일부))",경기도 고양시 일산서구 탄현동 1503번지 1호  지하1층(일부) ,031 -975 -8763
건물위생관리업,사)한국신체장애인복지회 청소용역사업부,"경기도 고양시 덕양구 고양시청로 21 (주교동,지하)",경기도 고양시 덕양구 주교동 602번지 12호  지하 ,031 -975 -6506
건물위생관리업,상승 주식회사,"경기도 고양시 일산동구 고봉로770번길 26-54, 1층 일부호 (설문동)",경기도 고양시 일산동구 설문동 719번지 7호  1층 일부호 ,031 -975 -1819
건물위생관리업,(주)디오종합관리,"경기도 고양시 덕양구 무원로 6, 601호 (행신동, 무원빌딩)",경기도 고양시 덕양구 행신동 709번지 1호  무원빌딩601호 ,031 -974 -2526
건물위생관리업,아이엔지환경개발(주),"경기도 고양시 덕양구 내유길 182, 1(일부)층 (내유동)",경기도 고양시 덕양구 내유동 3번지  1층 일부 ,031 -972 -3085
건물위생관리업,주식회사 진성이앤지,"경기도 고양시 일산서구 킨텍스로 240, 201동 1602호 (대화동, 킨텍스 꿈에그린)",경기도 고양시 일산서구 대화동 2603번지  킨텍스 꿈에그린 201동 1602호,031 -972 -0974
건물위생관리업,(주)신진종합관리,"경기도 고양시 덕양구 중앙로557번길 18, 바로주차프라자 1층 111(일부)호 (행신동)",경기도 고양시 덕양구 행신동 997번지  바로주차프라자 1층 111호일부 ,031 -972 -0384
건물위생관리업,주식회사 신흥,"경기도 고양시 덕양구 중앙로557번길 18, 바로주차프라자 1층 111(일부)호 (행신동)",경기도 고양시 덕양구 행신동 997번지  바로주차프라자 1층 111호일부 ,031 -971 -9522
건물위생관리업,주식회사 그린텍,"경기도 고양시 덕양구 무원로36번길 46 (행신동, 예일클리닉빌딩 303호 일부)",경기도 고양시 덕양구 행신동 725번지  예일클리닉빌딩 303호 일부 ,031 -971 -7707
건물위생관리업,백산이엔씨,"경기도 고양시 덕양구 강매로216번길 28, 제1동 1(일부)호 (강매동)",경기도 고양시 덕양구 강매동 204번지  제1동 1(일부)층 ,031 -971 -5326
건물위생관리업,진보위드,"경기도 고양시 덕양구 용현로 3, 행신프라자 512호 (행신동)",경기도 고양시 덕양구 행신동 766번지 2호  행신프라자 512호 ,031 -971 -3081
건물위생관리업,(주)매일포터,"경기도 고양시 덕양구 백양로 85, 8층 805호 (화정동, 동양트레벨2오피스텔)",경기도 고양시 덕양구 화정동 975번지 3호  동양트레벨2오피스텔 8층 805호 ,031 -970 -9581
건물위생관리업,대흥환경,"경기도 고양시 덕양구 무원로6번길 12, 대흥프라자 7층일부동 (행신동)",경기도 고양시 덕양구 행신동 706번지 2호  대흥프라자 7층일부 ,031 -970 -8506
건물위생관리업,주식회사제이케이시스템,"경기도 고양시 덕양구 화중로 32-31, 3(일부)층 (화정동, 효원빌딩)",경기도 고양시 덕양구 화정동 1000번지 4호  효원빌딩 3(일부)층 ,031 -970 -5631
건물위생관리업,행신건설(주),"경기도 고양시 덕양구 토당로 166 (토당동,동아2빌딩 305호)",경기도 고양시 덕양구 토당동 831번지 1호  동아2빌딩 305호 ,031 -970 -4846
건물위생관리업,(주)씨아이엠,"경기도 고양시 일산동구 백마로 523, 가동 3층 일부호 (풍동)",경기도 고양시 일산동구 풍동 113번지  가동 3층 일부호(301호) ,031 -970 -3999
건물위생관리업,(주)이노캡,"경기도 고양시 덕양구 용현로 9 (행신동, 한라빌딩 3층일부(307호))",경기도 고양시 덕양구 행신동 765번지  한라빌딩 3층일부(307호) ,031 -970 -3842
건물위생관리업,(주)케이알이엔씨,"경기도 고양시 덕양구 무원로6번길 61, GL리치빌2차 605호 (행신동)",경기도 고양시 덕양구 행신동 713번지 1호  GL리치빌2차 605호 ,031 -970 -1974
건물위생관리업,호감컴퍼니,"경기도 고양시 일산동구 장항로 59, 2층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1122번지 17호   ,031 -970 -1493
건물위생관리업,에스씨종합관리,"경기도 고양시 덕양구 화신로272번길 30, JK프라자 6층 (화정동)",경기도 고양시 덕양구 화정동 980번지 2호  JK프라자 6층 ,031 -969 -5423
건물위생관리업,대화안전관리(주),"경기도 고양시 덕양구 통일로780번길 56 (관산동, 관산프라자 B01호)",경기도 고양시 덕양구 관산동 338번지 1호  관산프라자 B01호 ,031 -969 -3978
건물위생관리업,두온엠에스,"경기도 고양시 덕양구 화중로 100, 4층 403호 (화정동, 비젼타워21)",경기도 고양시 덕양구 화정동 968번지  비젼타워21 4층 403호 ,031 -968 -9952
건물위생관리업,(주)크린죤,"경기도 고양시 일산동구 일산로 452, 403호 (정발산동, 일산프라자)",경기도 고양시 일산동구 정발산동 1138번지  일산프라자 403호,031 -968 -8112
건물위생관리업,주식회사 빌딩앤사람,"경기도 고양시 덕양구 용현로 3, 행신프라자 3층 303(일부)호 (행신동)",경기도 고양시 덕양구 행신동 766번지 2호  행신프라자 3층 303호일부 ,031 -968 -7004
건물위생관리업,(주)지앤씨종합환경,"경기도 고양시 일산서구 덕이로 30-38, 1층 4D-102호 (덕이동, 덕이동양우씨네플렉스)",경기도 고양시 일산서구 덕이동 250번지 2호  덕이동양우씨네플렉스 4D-102호 ,031 -968 -2529
건물위생관리업,인산,"경기도 고양시 덕양구 은빛로77번길 55, 1층 (화정동)",경기도 고양시 덕양구 화정동 883번지 4호  1층 ,031 -968 -2189
건물위생관리업,(주)티에이치씨엔에스,"경기도 고양시 덕양구 화정로 53-1, 글로리아프라자 2층 217호 (화정동)",경기도 고양시 덕양구 화정동 967번지 3호  글로리아프라자 2층 217호,031 -968 -1071
건물위생관리업,미래산업,<REPLACE>,경기도 고양시 덕양구 성사동 719번지  신원당마을 상가동 지층7호 ,031 -967 -5356
건물위생관리업,(주)새암개발,"경기도 고양시 덕양구 화신로272번길 58, 영프라자빌딩 5층 513(일부)호 (화정동)",경기도 고양시 덕양구 화정동 972번지  영프라자빌딩 5층 513(일부) ,031 -967 -3707
건물위생관리업,하나로관리,"경기도 고양시 덕양구 은빛로 45, 지하1층  B01(일부)호 (화정동, 화정꽃무리조합프라자)",경기도 고양시 덕양구 화정동 909번지 3호  화정꽃무리조합프라자 지하1층 B01호일부 ,031 -967 -1045
건물위생관리업,우일주식회사,"경기도 고양시 일산동구 고봉로702번길 105-8, 1층 전체호 (성석동)",경기도 고양시 일산동구 성석동 1065번지  1층 전체 ,031 -966 -0555
건물위생관리업,대성환경개발,"경기도 고양시 덕양구 마상로134번길 60, 3(일부)층 (주교동)",경기도 고양시 덕양구 주교동 617번지 7호  3(일부)층 ,031 -965 -2431
건물위생관리업,(주)월드써비스,"경기도 고양시 일산동구 사리현로 143-2 (사리현동,1층일부)",경기도 고양시 일산동구 사리현동 605번지 2호  1층일부 ,031 -963 -8460
건물위생관리업,(주)처음처럼새제품,"경기도 고양시 일산동구 견달산로210번길 21, A동 1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 245번지 9호  A동 1층 일부호 ,031 -963 -3115
건물위생관리업,무지개크리닝,"경기도 고양시 덕양구 호국로790번길 78, 1층 103(일부)호 (성사동, 능보상가연립)",경기도 고양시 덕양구 성사동 706번지 1호  능보상가연립 103호(일부) ,031 -962 -6688
건물위생관리업,(주)우성아이앤디,"경기도 고양시 덕양구 권율대로 831, 지하1층 107호 (신원동, 신원마을 호반베르디움9단지 근린생활시설동)",경기도 고양시 덕양구 신원동 658번지  신원마을 호반베르디움9단지 근린생활시설동 지하1층 107호 ,031 -962 -5183
건물위생관리업,(주)케이원서비스,"경기도 고양시 덕양구 화중로130번길 48, 306(일부)호 (화정동, 삼원프라자)",경기도 고양시 덕양구 화정동 906번지  삼원프라자 306(일부)호 ,031 -962 -1551
건물위생관리업,(주)엔제이피플,"경기도 고양시 일산동구 호수로 358-25, 동문타워II 3층 302호 (백석동)",경기도 고양시 일산동구 백석동 1324번지  동문타워II ,031 -939 -8972
건물위생관리업,(주)새벽산업관리,"경기도 고양시 덕양구 충경로 52 (행신동,남정씨티프라자 606호)",경기도 고양시 덕양구 행신동 757번지 1호  남정씨티프라자 606호 ,031 -938 -8048
건물위생관리업,(주) 동화크린,"경기도 고양시 덕양구 토당로 166, 5(일부)층 (토당동, 동아2빌딩)",경기도 고양시 덕양구 토당동 831번지 1호  동아2빌딩 5(일부)층 502호 ,031 -938 -5790
건물위생관리업,(주)피엠피케이,"경기도 고양시 덕양구 무원로6번길 12, 7(일부)층 (행신동)",경기도 고양시 덕양구 행신동 706번지 2호  7층(일부) ,031 -938 -3355
건물위생관리업,(주)동인엔지니어링,"경기도 고양시 덕양구 충경로 52, 604호 (행신동,남정씨티프라자)",경기도 고양시 덕양구 행신동 757번지 1호  남정씨티프라자 604호,031 -938 -3131
건물위생관리업,대성개발(주),"경기도 고양시 일산동구 산두로 265-11, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1126번지 9호   ,031 -938 -1134
건물위생관리업,케이맥스빌딩관리 주식회사,"경기도 고양시 덕양구 화중로 72, 903호 (화정동, 케이탑리츠화정빌딩 903호일부)",경기도 고양시 덕양구 화정동 970번지 2호   ,031 -930 -5600
건물위생관리업,호수환경,"경기도 고양시 일산동구 성석로 271-2, 1층 일부호 (성석동)",경기도 고양시 일산동구 성석동 1905번지 3호   ,031 -925 -3341
건물위생관리업,(사)장애인생산품판매지원협회 아름다운동행사업단,"경기도 고양시 일산서구 덕산로 153-18, 다동 일부호 (가좌동)",경기도 고양시 일산서구 가좌동 500번지 2호  다동 일부 ,031 -925 -1290
건물위생관리업,탑크린환경,"경기도 고양시 일산서구 주엽로 124 (주엽동, 문촌마을상가동 비104호,비105호)","경기도 고양시 일산서구 주엽동 117번지  문촌마을상가동 비104호,비105호 ",031 -923 -2365
건물위생관리업,미듬자산관리(주),"경기도 고양시 일산동구 무궁화로 31-16 (장항동,남정시티프라자8차 208호)",경기도 고양시 일산동구 장항동 733번지 2호  남정시티프라자8차 208호 ,031 -923 -0705
건물위생관리업,(주)한빛크린세상,경기도 고양시 일산서구 송포로 399 (가좌동),경기도 고양시 일산서구 가좌동 77번지 1호   ,031 -922 -7590
건물위생관리업,주식회사그린플러스,"경기도 고양시 덕양구 고양대로 1387, 성원코아 지하1층 121호,122호,126호 (성사동)","경기도 고양시 덕양구 성사동 704번지 4호  성원코아 지하1층 121호,122호,126호 ",031 -922 -1779
건물위생관리업,(주)백송산업개발,"경기도 고양시 일산서구 호수로838번길 73-14 (대화동, 지하1층 일부)",경기도 고양시 일산서구 대화동 2244번지  지하1층 일부 ,031 -919 -8007
건물위생관리업,초우개발(주),"경기도 고양시 일산동구 고봉로 20-21, 308호 (장항동, 양우로데오랜드B동 308호)",경기도 고양시 일산동구 장항동 740번지 3호  외1필지 양우로데오랜드B동 308호,031 -919 -3980
건물위생관리업,(주)더클린,"경기도 고양시 일산동구 일산로380번길 17-3, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1296번지 5호  1층일부 ,031 -917 -0630
건물위생관리업,(주)희민개발,"경기도 고양시 일산서구 산현로17번길 9 (탄현동, 부건3차 202호)",경기도 고양시 일산서구 탄현동 1576번지 5호  부건3차 202호 ,031 -915 -8600
건물위생관리업,주식회사 조은건설공사,"경기도 고양시 일산서구 탄중로101번길 13, 에이동 207호 (덕이동)",경기도 고양시 일산서구 덕이동 384번지 1호   에이동 207호,031 -915 -5804
건물위생관리업,주식회사 삼진개발,"경기도 고양시 일산서구 고양대로 618 (일산동,풍원리빙프라자 116호)",경기도 고양시 일산서구 일산동 957번지 3호  풍원리빙프라자 116호 ,031 -914 -0715
건물위생관리업,동우씨엠,"경기도 고양시 일산동구 성현로377번길 63-17, 2층(일부)층 (문봉동)",경기도 고양시 일산동구 문봉동 36번지 17호  2층(일부) ,031 -913 -2119
건물위생관리업,진석종합개발주식회사,"경기도 고양시 일산서구 웅비로12번길 20, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2024번지 4호   ,031 -912 -9670
건물위생관리업,대원공신주식회사,"경기도 고양시 일산동구 일산로 412, 5층 504호 (정발산동, 일산빌딩)",경기도 고양시 일산동구 정발산동 1210번지  외 1필지 일산빌딩 5층 504호 ,031 -912 -2037
건물위생관리업,고양종합관리,"경기도 고양시 일산서구 고양대로 648 (일산동, 월드메르디앙일산주상복합 210호일부(210-1호))",경기도 고양시 일산서구 일산동 955번지 10호  월드메르디앙일산주상복합 210호일부(210-1호) ,031 -911 -1001
건물위생관리업,(주)육전사,"경기도 고양시 일산동구 백석로86번길 41, 1층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1250번지 9호   1층일부호,031 -908 -8485
건물위생관리업,신세계환경,"경기도 고양시 일산동구 일산로394번길 5-4, 1층호 (정발산동)",경기도 고양시 일산동구 정발산동 1293번지 4호   1층호,031 -908 -7482
건물위생관리업,경인환경,"경기도 고양시 일산동구 강송로113번길 54-2 (백석동,지하1층일부)",경기도 고양시 일산동구 백석동 1199번지 5호  지하1층일부 ,031 -908 -5670
건물위생관리업,월드보안(주),"경기도 고양시 덕양구 중앙로 542, 세신훼미리타운 805호 (행신동)",경기도 고양시 덕양구 행신동 952번지  세신훼미리타운 805호 ,031 -907 -6112
건물위생관리업,신세기그린,"경기도 고양시 일산동구 성현로268번길 95-15, 2층 일부호 (성석동, 1동)",경기도 고양시 일산동구 성석동 52번지 11호  외1필지 1동 2층일부 ,031 -907 -3877
건물위생관리업,(주)신세기바이오,"경기도 고양시 일산동구 성현로268번길 95-15, 2(일부)층 (성석동, 1동)",경기도 고양시 일산동구 성석동 52번지 11호  외1필지 1동 2층일부 ,031 -907 -3876
건물위생관리업,(주)한빛티엔에스,"경기도 고양시 일산동구 백석로71번길 15, 지하1층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1198번지 3호  지하1층 일부 ,031 -907 -1596
건물위생관리업,비엠에스코리아(주),"경기도 고양시 덕양구 무원로6번길 61, 6층 603호 (행신동, GL리치빌2차)",경기도 고양시 덕양구 행신동 713번지  GL리치빌2차 6층 603호 ,031 -907 -1561
건물위생관리업,(주)효원이엔씨,"경기도 고양시 일산동구 일산로 30, 214호 (백석동, 효성레제스 )",경기도 고양시 일산동구 백석동 1309번지 1호  효성레제스 214호 ,031 -907 -0860
건물위생관리업,이채이앤씨,"경기도 고양시 일산동구 백석로85번길 19-4, 지하1층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1215번지 7호  지하1층 일부 ,031 -907 -0303
건물위생관리업,(주)제티엔,"경기도 고양시 일산동구 백마로 195 (장항동, 일산방송COMPLEX 방송관련시설 2-2148호)",경기도 고양시 일산동구 장항동 869번지  일산방송COMPLEX 방송관련시설 2-2148호 ,031 -906 -7676
건물위생관리업,(주)티에스산업,"경기도 고양시 일산동구 백마로 195, 10,008-1호 (장항동, 일산방송COMPLEX 방송관련시설)",경기도 고양시 일산동구 장항동 869번지   ,031 -906 -3999
건물위생관리업,TBM주택관리(주),"경기도 고양시 일산동구 일산로 78, 4층 414호 (백석동, 백석위브센티움)",경기도 고양시 일산동구 백석동 1241번지 2호  백석위브센티움 4층 414호 ,031 -905 -8604
건물위생관리업,(주)푸른솔환경,"경기도 고양시 일산동구 장항로 203-22 (장항동, 가동 1층일부)",경기도 고양시 일산동구 장항동 601번지 3호  가동 1층일부 ,031 -905 -8595
건물위생관리업,주식회사 주나,"경기도 고양시 일산서구 킨텍스로 240, 1404호 (대화동, 킨텍스 꿈에그린)",경기도 고양시 일산서구 대화동 2603번지  킨텍스 꿈에그린 1404호,031 -905 -1717
건물위생관리업,태성전기(주),"경기도 고양시 일산서구 강성로214번길 7-10, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2176번지 9호  1층 일부 ,031 -904 -2477
건물위생관리업,사회복지법인홍애원,"경기도 고양시 덕양구 보광로106번길 93 (벽제동,외 2필지 사회복지법인홍애원)",경기도 고양시 덕양구 벽제동 542번지 6호  외 2필지 사회복지법인홍애원 ,031 -902 -6825
건물위생관리업,주식회사 월드세화에프에스,"경기도 고양시 일산동구 정발산로 31-10, 603호 (장항동, 파크프라자)",경기도 고양시 일산동구 장항동 856번지 2호   603호,031 -902 -0405
건물위생관리업,태극,"경기도 고양시 일산동구 중앙로1261번길 79 (장항동, 하이베라스 303호)",경기도 고양시 일산동구 장항동 864번지 3호  하이베라스 303호 ,031 -901 -1018
건물위생관리업,주식회사 참전유공자회,"경기도 고양시 일산동구 정발산로 11 (장항동, 일호골든타워 504호일부)",경기도 고양시 일산동구 장항동 863번지 2호  일호골든타워 504호일부 ,031 -901 -1018
건물위생관리업,주식회사 케이에스드림,"경기도 고양시 일산동구 호수로 358-8, 한국예탁결제원일산센터 4층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1328번지  한국예탁결제원일산센터 ,031 -900 -7155
건물위생관리업,(주)우정파트너스,"경기도 고양시 일산서구 호수로 817 (대화동, 레이킨스몰 지하4층(일부))",경기도 고양시 일산서구 대화동 2602번지  레이킨스몰 지하4층(일부) ,031 -822 -2225
건물위생관리업,깨끗한세상,"경기도 고양시 덕양구 고양대로 1359-14 (성사동,(2층))",경기도 고양시 덕양구 성사동 700번지  (2층) ,031 -818 -4476
건물위생관리업,에코그린CS,"경기도 고양시 덕양구 무원로 1, 지하1층 B08호 (행신동, 무원마을 상가동)",경기도 고양시 덕양구 행신동 702번지  무원마을 상가동 지하1층 B08호 ,031 -818 -3702
건물위생관리업,주식회사사계절,"경기도 고양시 덕양구 권율대로 672, 3호선 원흥역 봄오피스텔 324(일부)호 (원흥동)",경기도 고양시 덕양구 원흥동 627번지  3호선 원흥역 봄오피스텔 324호 일부 ,031 -817 -1030
건물위생관리업,희망코리아(주),"경기도 고양시 일산동구 경의로 315, 2층 205호 (마두동, 설촌상가 )",경기도 고양시 일산동구 마두동 744번지  설촌상가 205호,031 -816 -1113
건물위생관리업,용승기업,"경기도 고양시 덕양구 화중로 128 (화정동,고양프라자 803호)",경기도 고양시 덕양구 화정동 902번지 1호  고양프라자 803호 ,031 -815 -0508
건물위생관리업,(주)에스알컴퍼니,"경기도 고양시 일산동구 호수로 358-39, 동문타워I 1022호 (백석동)",경기도 고양시 일산동구 백석동 1323번지  동문타워I ,031 -813 -1727
건물위생관리업,(주)비엘플러스,"경기도 고양시 덕양구 화중로 100, 3층 302호 (화정동, 비젼타워21)",경기도 고양시 덕양구 화정동 968번지  비젼타워21 3층 302호 ,031 -811 -9925
건물위생관리업,(주)컴어스,"경기도 고양시 덕양구 화중로 100, 7층 707(일부)호 (화정동, 비전타워21)",경기도 고양시 덕양구 화정동 968번지  비전타워21 7층 707(일부)호 ,031 -811 -9925
건물위생관리업,(주)엠에이치알,"경기도 고양시 덕양구 화정로 65-1, 5(일부)층 (화정동, 우리프라자 )","경기도 고양시 덕양구 화정동 966번지 3호  우리프라자, 5층 ",031 -810 -5106
건물위생관리업,내집사랑,"경기도 고양시 일산서구 주엽로 150 (주엽동, 자유프라자 806호일부(110호))",경기도 고양시 일산서구 주엽동 18번지  자유프라자 806호일부(110호) ,031 -8070-1442
건물위생관리업,클린허브,"경기도 고양시 덕양구 무원로 1, B09호 (행신동, 무원마을 상가동 )",경기도 고양시 덕양구 행신동 702번지  무원마을 상가동 B09호,031 -714 -2002
건물위생관리업,에스이앤와이 주식회사,"경기도 고양시 일산동구 탄중로 429, 성지프라자 5층 503(일부)호 (중산동)",경기도 고양시 일산동구 중산동 1579번지 1호  성지프라자 503호(일부) ,031 -487 -8562
건물위생관리업,(주)지에이치테크놀로지,"경기도 고양시 일산동구 장백로 56, 6층 605(일부)호 (백석동, 크리스탈빌딩)",경기도 고양시 일산동구 백석동 1331번지 1호  크리스탈빌딩 ,031 -413 -8660
건물위생관리업,주식회사 오케이컴퍼니,"경기도 고양시 덕양구 고양대로1384번길 7-24, 신원당마을 상가동 1(일부)층 (성사동)",경기도 고양시 덕양구 성사동 719번지  신원당마을 상가동 1(일부)층 ,031 -1544-4355
건물위생관리업,(주)대한,"경기도 고양시 덕양구 중앙로 550 (행신동, 삼일프라자 B05, 06호)","경기도 고양시 덕양구 행신동 950번지 1호  삼일프라자 B05, 06호 ",031 - 977-1130
건물위생관리업,주식회사 티캠,"경기도 고양시 덕양구 충장로 7, 204호 (행신동, 별제회관)",경기도 고양시 덕양구 행신동 707번지 2호  별제회관 204호 ,031 - 962-2281
건물위생관리업,(주)한성아이엔티,"경기도 고양시 일산동구 견달산로 348-51, 7동 1층 일부호 (문봉동)",경기도 고양시 일산동구 문봉동 99번지 2호   ,031 - 938-0812
건물위생관리업,(주)가온누리,"경기도 고양시 일산동구 진밭로70번길 48-135 (성석동, 1층일부)",경기도 고양시 일산동구 성석동 111번지  1층일부 ,031 - 922-5708
건물위생관리업,(주)대진전기소방,"경기도 고양시 일산동구 장진천길 102, 2층 일부호 (설문동)",경기도 고양시 일산동구 설문동 224번지   ,031 - 915-7749
건물위생관리업,명진테크(주),"경기도 고양시 일산동구 백석로11번길 18 (백석동,1층 일부)",경기도 고양시 일산동구 백석동 1434번지 9호  1층 일부 ,031 - 903-9614
건물위생관리업,(주)한강종합관리,"경기도 고양시 일산동구 일산로 16, 4층 401호 (백석동, 디아뜨 크리스탈)",경기도 고양시 일산동구 백석동 1325번지  디아뜨크리스탈오피스텔 ,02  -864 -1630
건물위생관리업,(주)세이프티퍼펙션,"경기도 고양시 덕양구 행당로11번길 25-18 (토당동, 2층전체)",경기도 고양시 덕양구 토당동 872번지 7호  2층전체 ,02  -577 -4221
건물위생관리업,(주)프로프레,"경기도 고양시 일산동구 고봉로620번길 48, 가동 1층 일부호 (성석동)",경기도 고양시 일산동구 성석동 1226번지   ,02  -575 -5931
건물위생관리업,승연주식회사,"경기도 고양시 일산동구 정발산로 43-20, 3층 301(일부)호 (장항동, 센트럴프라자)",경기도 고양시 일산동구 장항동 846번지   ,02  -552 -3005
건물위생관리업,(주)피누스이앤씨,"경기도 고양시 일산서구 구산로101번길 57-12, 2층 (구산동)",경기도 고양시 일산서구 구산동 424번지 2호  2층 ,02  -458 -0972
건물위생관리업,청송환경,"경기도 고양시 덕양구 중앙로 168-10, 1(일부)층 (화전동)",경기도 고양시 덕양구 화전동 576번지 1호  1(일부)층 ,02  -3158-5258
건물위생관리업,(주)다솜엔지니어링,"경기도 고양시 덕양구 토당로 130, 502호동 (토당동)",경기도 고양시 덕양구 토당동 251번지 16호  502호 ,02  -2631-7130
건물위생관리업,주식회사 정진,"경기도 고양시 일산서구 중앙로 1391, 지하1층 에스118(일부)호 (주엽동, 강선마을12단지아파트, 강선마을 상가동)","경기도 고양시 일산서구 주엽동 83번지  강선마을12단지아파트, 강선마을상가동, 지하1층에스118호일부 ", 070-7740-6596
건물위생관리업,종광씨엔티,"경기도 고양시 일산서구 주엽로 150, 806일부(126호)호 (주엽동, 자유프라자)",경기도 고양시 일산서구 주엽동 18번지  자유프라자 806일부호, 070-5043-9477
건물위생관리업,(주)상우시설관리,"경기도 고양시 덕양구 호국로 797, 208호 (주교동, 대동피렌체주상복합아파트)",경기도 고양시 덕양구 주교동 615번지  대동피렌체주상복합아파트 208호, 070-4148-0483
건물위생관리업,딱좋아클린&환경,"경기도 고양시 일산서구 일중로 66-1, 3층 일부(302)호 (일산동)",경기도 고양시 일산서구 일산동 576번지 14호  3층 일부(302호) , 070-4062-4619
건물위생관리업,영보환경개발,"경기도 고양시 일산동구 산두로201번길 13-2 (정발산동,지하1층 일부)",경기도 고양시 일산동구 정발산동 1256번지  지하1층 일부 , 031-917 -9491
건물위생관리업,찬혁주식회사,"경기도 고양시 일산서구 중앙로 1456, 603-1(일부)호 (주엽동, 서현프라자)",경기도 고양시 일산서구 주엽동 18번지 2호  서현프라자 603-1 일부호 603-1호, 031-8086-5280
건물위생관리업,윤슬주식회사,"경기도 고양시 일산서구 중앙로 1456, 6층 603-1일부호 (주엽동, 서현프라자)",경기도 고양시 일산서구 주엽동 18번지 2호  서현프라자 603-1 일부호(105호) , 031-8086-5280
건물위생관리업,영란주식회사,"경기도 고양시 일산서구 주엽로 150, 806 일부(10)호 (주엽동, 자유프라자)",경기도 고양시 일산서구 주엽동 18번지  자유프라자 806호 일부(10호) , 031-8086-5280
건물위생관리업,(주)신성티엠,"경기도 고양시 일산동구 하늘마을1로 14, 409호 (중산동, 일산조은프라자)",경기도 고양시 일산동구 중산동 1813번지  일산조은프라자 409호, 031- 977-6900
건물위생관리업,유진에이엠씨 유한회사,"경기도 고양시 일산서구 고양대로632번길 60, 305호 (일산동, 일산역이안)",경기도 고양시 일산서구 일산동 655번지 15호  일산역이안 305호, 031- 977-5845
건물위생관리업,(주)영암크리너파워,"경기도 고양시 일산동구 강석로 123, 240,241,242호 (마두동, 뉴삼창마트 A동)",경기도 고양시 일산동구 마두동 802번지   , 031- 977-4671
건물위생관리업,프레벤,"경기도 고양시 일산서구 탄중로 447, 114호 (일산동, 일산쌍용아파트상가동)",경기도 고양시 일산서구 일산동 576번지 4호  외3필지 일산쌍용아파트상가동 114호, 031- 977-0542
건물위생관리업,세일산업,"경기도 고양시 일산서구 덕이로 10-3 (덕이동,덕이동양우씨네플렉스 2G-101호)",경기도 고양시 일산서구 덕이동 219번지 58호  덕이동양우씨네플렉스 2G-101호 , 031- 976-0947
건물위생관리업,(주)원스탑그린뱅크,"경기도 고양시 일산서구 강성로232번길 18, 지하1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2182번지 13호  지하1층 일부호, 031- 975-6501
건물위생관리업,우주환경(주),"경기도 고양시 덕양구 고양시청로 13-2 (주교동,1층 108호)",경기도 고양시 덕양구 주교동 602번지  1층 108호 , 031- 969-3322
건물위생관리업,보산건설(주),"경기도 고양시 덕양구 고골길 24, 우주빌딩2층동 (관산동)",경기도 고양시 덕양구 관산동 685번지 26호  우주빌딩 2층 , 031- 969-3300
