"구분",화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
"공중화장실",백석공원,경기도 고양시 일산동구일산로 136,경기도 고양시 일산동구 백석동 1233,N,0,1,1,0,0,0,2,1,0,경기도 고양시 일산동구청,,09:00~18:00,,37.64871522,126.7948819,2019-01-02
"공중화장실",백신중학교,경기도 고양시 일산동구 강촌로 89 (마두동),경기도 고양시 일산동구 마두동 788,N,28,37,3,1,0,0,85,3,0,경기도 고양시 일산동구청,,09:00~18:00,,37.65133249,126.7831761,2019-01-02
"공중화장실",백송공원,경기도 고양시 일산동구 강촌로 140,경기도 고양시 일산동구 백석동 1189,Y,0,2,0,0,0,0,0,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.65213962,126.7890573,2019-01-02
"공중화장실",백석우체국,경기도 고양시 일산동구 강송로 123,경기도 고양시 일산동구 백석동 12-2,N,1,1,0,0,0,0,2,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6498635,126.7859452,2019-01-02
"공중화장실",백마프라자,경기도 고양시 일산동구 일산로 240 (마두동),경기도 고양시 일산동구 마두동 723,N,5,10,0,0,0,0,10,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6576528,126.7885974,2019-01-02
"공중화장실",백마중학교,경기도 고양시 일산동구 강촌로 189 (마두동),경기도 고양시 일산동구 마두동 733,N,19,32,0,0,0,0,32,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6551276,126.7933099,2019-01-02
"공중화장실",백마골프타운,경기도 고양시 일산동구 고풍로43번길 48 (풍동),경기도 고양시 일산동구 풍동 514-3,N,2,4,0,0,0,0,4,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.660553,126.7941698,2019-01-02
"공중화장실",모범공원,,경기도 고양시 일산동구 마두동 756,Y,0,3,0,0,0,0,0,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.655471,126.7858476,2019-01-02
"공중화장실",메리트 윈,경기도 고양시 일산동구 정발산로 43-7 (장항동),경기도 고양시 일산동구 장항동 856,N,18,18,0,0,0,0,27,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6575913,126.7729629,2019-01-02
"공중화장실",맥클린 21,경기도 고양시 일산동구 정발산로 31-21 (장항동),경기도 고양시 일산동구 장항동 858,N,10,15,0,0,0,0,15,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6577684,126.7713939,2019-01-02
"공중화장실",마두법조빌딩,경기도 고양시 일산동구 중앙로 1193 (장항동),경기도 고양시 일산동구 장항동 890-4,N,19,20,0,0,0,0,19,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.65309341,126.7766209,2019-01-02
"공중화장실",로데오타워,경기도 고양시 일산동구 고봉로 32-16 (장항동),경기도 고양시 일산동구 장항동 736-2,N,10,14,0,0,0,0,12,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6642196,126.7659475,2019-01-02
"공중화장실",(주)중산힐스(청소년수련관),경기도 고양시 일산동구 고봉로 467-68,경기도 고양시 일산동구 성석동 1306-9,N,10,12,1,0,0,0,12,1,0,경기도 고양시 일산동구청,,09:00~18:00,,37.70081904,126.7780427,2019-01-02
"공중화장실",(주)중산힐스(골프연습장),경기도 고양시 일산동구 고봉로 467-68,경기도 고양시 일산동구 성석동 1306-9,N,5,6,0,0,0,0,10,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.70081904,126.7780427,2019-01-02
"공중화장실",(주)디에이치에너지,"경기도 고양시 일산동구 백마로 31 (장항동,(훼미리(주)OB에너지))",경기도 고양시 일산동구 장항동 541-7,Y,0,2,0,0,0,0,0,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.64261938,126.7596971,2019-01-02
"공중화장실",(주)뉴코아아울렛 일산점,경기도 고양시 일산동구 중앙로 1206 (마두동),경기도 고양시 일산동구 마두동 797,N,38,38,0,0,0,0,81,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.65458222,126.7768341,2019-01-02
"공중화장실",(재)한국음주문화연구센터,경기도 고양시 일산동구 일산로 86 (백석동),경기도 고양시 일산동구 백석동 1241,N,21,28,0,0,0,0,21,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.64516247,126.7911121,2019-01-02
"공중화장실",대성프라자,경기도 고양시 일산서구 일산로 576 (일산동),경기도 고양시 일산서구 일산동 1065-1,N,23,24,0,0,0,0,14,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6794973,126.7644848,2019-01-02
"공중화장실",뉴서울프라자,경기도 고양시 일산서구 중앙로 1371 (주엽동),경기도 고양시 일산서구 주엽동 81,N,14,14,0,0,0,0,12,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.66712343,126.7654714,2019-01-02
"공중화장실",주엽어린이 도서관,경기도 고양시 일산서구 주엽로 104 (주엽동),경기도 고양시 일산서구 주엽동 122,N,4,8,0,0,1,0,8,0,3,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6684314,126.7565039,2019-01-02
"공중화장실",한솔코아,경기도 고양시 일산서구 중앙로 1406 (주엽동),경기도 고양시 일산서구 주엽동 72-2,N,17,24,0,0,0,0,17,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6693546,126.763882,2019-01-02
"공중화장실",강선초등학교,경기도 고양시 일산서구 강선로 77 (주엽동),경기도 고양시 일산서구 주엽동 64,N,28,39,0,0,0,0,53,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6712266,126.7646243,2019-01-02
"공중화장실",일산정보산업고등학교,경기도 고양시 일산서구 고봉로 133 (주엽동),경기도 고양시 일산서구 주엽동 41,N,28,26,0,0,0,0,43,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.67288366,126.7715788,2019-01-02
"공중화장실",가좌마을 6단지 상가동,,경기도 고양시 일산서구 송산동1086,N,8,8,0,0,0,0,8,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6895087,126.7229255,2019-01-02
"공중화장실",가좌초등학교,경기도 고양시 일산서구 가좌2로 31 (가좌동),경기도 고양시 일산서구 가좌동 1099,N,106,55,0,0,0,0,106,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.68848153,126.7213648,2019-01-02
"공중화장실",고양송산중학교,경기도 고양시 일산서구 가좌2로 15 (가좌동),경기도 고양시 일산서구 가좌동 1100,N,51,52,0,0,0,0,122,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6878027,126.7220292,2019-01-02
"공중화장실",송포초등학교,경기도 고양시 일산서구 송산로 379 (가좌동),경기도 고양시 일산서구 가좌동 355-1,N,23,31,0,0,0,0,42,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.68582036,126.7207308,2019-01-02
"공중화장실",백암공원,,경기도 고양시 일산서구 주엽동130,N,1,2,1,0,0,0,2,1,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6695498829,126.7553261068,2019-01-02
"공중화장실",국민은행 주엽역,경기도 고양시 일산서구 중앙로 1450 (주엽동),경기도 고양시 일산서구 주엽동 21,N,8,10,0,0,0,0,8,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6712669,126.7595915,2019-01-02
"공중화장실",롯데마트 주엽점,경기도 고양시 일산서구 중앙로 1496 (주엽동),경기도 고양시 일산서구 주엽동 15,N,9,9,1,0,0,0,9,1,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.67318966,126.7552416,2019-01-02
"공중화장실",문촌초등학교,경기도 고양시 일산서구 주엽로 168 (주엽동),경기도 고양시 일산서구 주엽동 24,N,19,35,0,0,0,0,46,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.67338777,126.7604552,2019-01-02
"공중화장실",오마공원,,경기도 고양시 일산서구 주엽동3,N,1,2,1,0,0,0,2,1,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6783081449,126.7609698547,2019-01-02
"공중화장실",진우프라자,경기도 고양시 일산서구 대산로 124 (주엽동),경기도 고양시 일산서구 주엽동 31-2,N,5,10,0,0,0,0,10,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.67471381,126.7639286,2019-01-02
"공중화장실",일산문촌프라자,경기도 고양시 일산서구 대산로 126 (주엽동),경기도 고양시 일산서구 주엽동 31-1,N,5,10,0,0,0,0,10,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6747603,126.7637606,2019-01-02
"공중화장실",케이티앤지 고양지점,경기도 고양시 일산서구 일중로 49 (일산동),경기도 고양시 일산서구 일산동 552-3,N,5,5,0,0,0,0,4,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.68405521,126.7750363,2019-01-02
"공중화장실",풍성빌딩,경기도 고양시 일산서구 고양대로 664 (일산동),경기도 고양시 일산서구 일산동 622-7,N,6,6,0,0,0,0,6,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6842971,126.7698117,2019-01-02
"공중화장실",백암빌딩,경기도 고양시 일산서구 일산로 593 (일산동),경기도 고양시 일산서구 일산동 1054,N,5,10,0,0,0,0,5,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.67969872,126.762489,2019-01-02
"공중화장실",현대프라자,경기도 고양시 일산서구 일산로 589 (일산동),경기도 고양시 일산서구 일산동 1054-1,N,15,20,0,0,0,0,15,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.67954088,126.7628522,2019-01-02
"공중화장실",국민은행 일산지점,경기도 고양시 일산서구 중앙로 1414 (주엽동),경기도 고양시 일산서구 주엽동 71-3,N,10,15,0,0,0,0,10,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6696669,126.7632644,2019-01-02
"공중화장실",두진(레이크),경기도 고양시 일산서구 중앙로 1391 (주엽동),경기도 고양시 일산서구 주엽동 83,N,18,33,0,0,0,0,36,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.66796507,126.7646123,2019-01-02
"공중화장실",효원메이저,경기도 고양시 일산서구 중앙로 1449 (주엽동),경기도 고양시 일산서구 주엽동 110,N,18,29,20,0,0,0,19,20,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.670657,126.7591808,2019-01-02
"공중화장실",기아자동차(주),경기도 고양시 일산서구 중앙로 1447 (주엽동),경기도 고양시 일산서구 주엽동 110-1,N,11,16,0,0,0,0,10,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.670535,126.7594668,2019-01-02
"공중화장실",일산중학교,경기도 고양시 일산서구 원일로 53 (일산동),경기도 고양시 일산서구 일산동 966-50,N,17,23,0,0,0,0,31,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6885949,126.7669775,2019-01-02
"공중화장실",태승빌딩,경기도 고양시 일산서구 중앙로 1420 (주엽동),경기도 고양시 일산서구 주엽동 71-1,N,10,10,0,0,0,0,10,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6699145,126.7626743,2019-01-02
"공중화장실",천산빌딩,경기도 고양시 일산서구 일중로 73 (일산동),경기도 고양시 일산서구 일산동 579-3,N,7,7,0,0,0,0,4,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6861455,126.7750481,2019-01-02
"공중화장실",신도시주유소,경기도 고양시 일산서구 경의로 945 (덕이동),경기도 고양시 일산서구 덕이동 309-30,N,1,1,0,0,0,0,1,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.701861,126.759411,2019-01-02
"공중화장실",승안주유소,경기도 고양시 일산서구 경의로 940 (덕이동),경기도 고양시 일산서구 덕이동 309-5,N,1,2,0,0,0,0,1,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.70130669,126.7602066,2019-01-02
"공중화장실",대한예수교장로회거룩한빛광성교회,경기도 고양시 일산서구 경의로 956 (덕이동),경기도 고양시 일산서구 덕이동 316-1,N,9,17,0,0,0,0,29,2,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.7027954,126.7604197,2019-01-02
"공중화장실",드래곤 골프클럽,경기도 고양시 일산서구 경의로 881-21 (덕이동),경기도 고양시 일산서구 덕이동 381-4,N,7,10,0,0,0,0,7,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.69543852,126.7579396,2019-01-02
"공중화장실",송포프라자,경기도 고양시 일산서구 송산로 343 (가좌동),경기도 고양시 일산서구 가좌동 772-1,N,4,6,0,0,0,0,6,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6841575,126.7171274,2019-01-02
"공중화장실",동문씨티프라자,경기도 고양시 일산서구 강성로 147 (주엽동),경기도 고양시 일산서구 주엽동 18-1,N,20,30,0,0,0,0,20,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.671771,126.7593857,2019-01-02
"공중화장실",주엽2동,경기도 고양시 일산서구 주엽로 178 (주엽동),경기도 고양시 일산서구 주엽동 27,N,4,5,0,0,0,0,3,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6741373,126.760421,2019-01-02
"공중화장실",주엽1동,경기도 고양시 일산서구 강성로 109 (주엽동),경기도 고양시 일산서구 주엽동 69,N,2,3,0,0,0,0,6,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.67011754,126.7632948,2019-01-02
"공중화장실",주엽,,경기도 고양시 일산서구 주엽동475,N,4,8,0,0,0,0,4,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6675476,126.7544937,2019-01-02
"공중화장실",신한은행 일산중앙지점,경기도 고양시 일산서구 중앙로 1442 (주엽동),경기도 고양시 일산서구 주엽동 21-3,N,10,15,0,0,0,0,10,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6708974,126.760454,2019-01-02
"공중화장실",오마초등학교,경기도 고양시 일산서구 주엽로 214 (주엽동),경기도 고양시 일산서구 주엽동 33,N,18,30,0,0,0,0,33,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.67704006,126.7630008,2019-01-02
"개방화장실",(주)모아나,경기도 고양시 일산동구 중앙로 1201 (장항동),경기도 고양시 일산동구 장항동 890,N,8,15,0,0,0,0,16,0,0,경기도 고양시 일산동구청,,연중무휴,,37.6537557,126.7762428,2019-01-02
"공중화장실",화성프라자,경기도 고양시 일산서구 중앙로 1437 (주엽동),경기도 고양시 일산서구 주엽동 109,N,14,14,0,0,0,0,21,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.670047,126.7604976,2019-01-02
"공중화장실",우신프라자,경기도 고양시 일산서구 주화로 70 (주엽동),경기도 고양시 일산서구 주엽동 109-1,N,15,24,1,0,0,0,16,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6697547,126.7602855,2019-01-02
"공중화장실",문화초등학교,경기도 고양시 일산서구 강선로 123 (주엽동),경기도 고양시 일산서구 주엽동 37,N,23,35,0,0,0,0,47,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.67486446,126.7672018,2019-01-02
"공중화장실",이물재공원,,경기도 고양시 일산서구 주엽동22,N,1,1,1,0,0,0,2,1,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6712905419,126.7605797759,2019-01-02
"공중화장실",동주오피스텔,경기도 고양시 일산서구 주화로 40 (주엽동),경기도 고양시 일산서구 주엽동 102-2,N,9,11,0,0,0,0,10,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6683949,126.7633138,2019-01-02
"공중화장실",주엽프라자,경기도 고양시 일산서구 주화로 42 (주엽동),경기도 고양시 일산서구 주엽동 102-1,N,10,15,0,0,0,0,10,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6685672,126.7629823,2019-01-02
"공중화장실",한수중학교,경기도 고양시 일산서구 주엽로 117 (주엽동),경기도 고양시 일산서구 주엽동 131,N,17,37,0,0,0,0,33,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.66990125,126.7561909,2019-01-02
"공중화장실",검바골공원,경기도 고양시 일산동구 강송로74번길 53-7 (백석동),경기도 고양시 일산동구 백석동 1156,N,0,2,1,0,0,0,1,1,0,경기도 고양시 일산동구청,,09:00~18:00,,37.648633,126.791134,2019-01-02
"공중화장실",거풍프라자,경기도 고양시 일산동구 중산로 103 (중산동),경기도 고양시 일산동구 중산동 1691,N,10,18,0,0,0,0,14,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6812444,126.780926,2019-01-02
"공중화장실",개나리공원,경기도 고양시 일산동구 소개울2길 43,경기도 고양시 일산동구 중산동 1736,N,2,3,1,0,0,0,3,1,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6838986,126.7901512,2019-01-02
"공중화장실",강호당구클럽,경기도 고양시 일산동구 정발산로 33 (장항동),경기도 고양시 일산동구 장항동 856-3,N,2,4,0,0,0,0,2,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6571616,126.7725653,2019-01-02
"공중화장실",강촌공원,경기도 고양시 일산동구 강석로 132-1 (마두동),경기도 고양시 일산동구 마두동791,N,2,2,0,0,0,0,3,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6533324,126.7810761,2019-01-02
"공중화장실",YMCA청소년수련원,경기도 고양시 일산동구 애니골길 85 (풍동),경기도 고양시 일산동구 풍동 616-1,N,2,4,0,0,0,0,4,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6748389,126.790113,2019-01-02
"공중화장실",SK엠시티드라마파크빙상장,경기도 고양시 일산동구 백마로 195,경기도 고양시 일산동구 장항동 869,N,4,8,0,0,0,0,8,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.65428629,126.770983,2019-01-02
"공중화장실",Royal Saddle Equestrian Society,경기도 고양시 일산동구 견달산로 402 (문봉동),경기도 고양시 일산동구 문봉동 68,N,24,30,0,0,0,0,26,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.70000498,126.8254117,2019-01-02
"공중화장실",M3 빌딩,경기도 고양시 일산동구 고봉로 32-20 (장항동),경기도 고양시 일산동구 장항동 736-3,N,9,15,0,0,0,0,14,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6640505,126.7661157,2019-01-02
"공중화장실",J3 타워,경기도 고양시 일산동구 정발산로 21 (장항동),경기도 고양시 일산동구 장항동 862,N,13,14,0,0,0,0,13,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6569572,126.7711969,2019-01-02
"공중화장실",I.B 프라자,경기도 고양시 일산동구 중앙로 1072 (백석동),경기도 고양시 일산동구 백석동 1294-1,N,12,12,0,0,0,0,12,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6450955,126.785882,2019-01-02
"공중화장실",G1230학원,경기도 고양시 일산동구 일산로 217 (마두동),경기도 고양시 일산동구 마두동 738-1,N,5,10,0,0,0,0,10,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.655521,126.7890114,2019-01-02
"공중화장실",55휘트니스클럽,경기도 고양시 일산동구 일산로 46,경기도 고양시 일산동구 백석동 1308,N,4,6,0,0,0,0,5,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6423564,126.787884,2019-01-02
"공중화장실",(주)하이마트,경기도 고양시 일산동구 중앙로 1060 (백석동),경기도 고양시 일산동구 백석동 1296,N,4,4,1,0,0,0,2,1,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6444519,126.7867902,2019-01-02
"공중화장실",삼희포시즌프라자,경기도 고양시 일산동구 중앙로1275번길 38-15 (장항동),경기도 고양시 일산동구 장항동 770,N,10,16,0,0,0,0,10,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6599211,126.7700954,2019-01-02
"공중화장실",일산공업고등학교(별관동),"경기도 고양시 일산서구 원일로 53 (일산동,(별관동))",경기도 고양시 일산서구 일산동 966-50,N,12,23,0,0,0,0,18,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6885949,126.7669775,2019-01-02
"공중화장실",덕이동 양우로데오메인타운,경기도 고양시 일산서구 탄중로 111 (덕이동),경기도 고양시 일산서구 덕이동 263-19,N,8,11,0,0,0,0,11,1,0,경기도 고양시 일산서구청,031-8075-7243,00:00~24:00,,37.69307002,126.7575799766,2019-01-02
"공중화장실",대성일산주유소,경기도 고양시 일산서구 경의로 850 (덕이동),경기도 고양시 일산서구 덕이동 274-14,N,1,2,0,0,0,0,2,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6933701,126.7597922,2019-01-02
"공중화장실",태창빌딩,경기도 고양시 일산서구 일현로 28 (탄현동),경기도 고양시 일산서구 탄현동 1574-6,N,7,8,1,0,0,0,7,1,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6897024,126.7621532,2019-01-02
"공중화장실",풍성프라자,경기도 고양시 일산서구 산현로 7 (탄현동),경기도 고양시 일산서구 탄현동 1577-1,N,18,18,0,0,0,0,18,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.689429,126.7624897,2019-01-02
"공중화장실",무광프라자,경기도 고양시 일산서구 산현로 15 (탄현동),경기도 고양시 일산서구 탄현동 1577-4,N,12,17,0,0,0,0,12,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6895746,126.7632193,2019-01-02
"공중화장실",선명프라자,경기도 고양시 일산서구 산현로78번길 23 (일산동),경기도 고양시 일산서구 일산동 2012,N,5,10,5,0,0,0,5,5,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6901475,126.7703059,2019-01-02
"공중화장실",탄현 이화프라자,경기도 고양시 일산서구 산현로92번길 60 (일산동),경기도 고양시 일산서구 일산동 2023,N,15,15,5,0,0,0,20,5,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.689424,126.7708069,2019-01-02
"공중화장실",탄현기린주유소,경기도 고양시 일산서구 탄중로 263 (탄현동),경기도 고양시 일산서구 탄현동 15-1,N,1,1,0,0,0,0,1,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6940114,126.7743531,2019-01-02
"공중화장실",신동아노블타워,경기도 고양시 일산서구 중앙로 1542(대화동),경기도 고양시 일산서구 대화동 2199,N,4,3,0,0,0,0,3,0,0,경기도 고양시 일산서구청,031-8075-7243,00:00~24:00,,37.67531357,126.7506551,2019-01-02
"공중화장실",한국건설기술연구원(실험3동),경기도 고양시 일산서구 고양대로 283 (대화동),경기도 고양시 일산서구 대화동 2311-1,N,3,5,0,0,0,0,3,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.66923813,126.7393363,2019-01-02
"공중화장실",한국건설기술연구원(환경재해저감소재 시험동),경기도 고양시 일산서구 고양대로 283 (대화동),경기도 고양시 일산서구 대화동 2311-1,N,4,4,0,0,0,0,2,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.66923813,126.7393363,2019-01-02
"공중화장실",대송중학교,경기도 고양시 일산서구 송포로 49 (대화동),경기도 고양시 일산서구 대화동 1492-1,N,36,44,1,0,0,0,64,1,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.67085888,126.7308658,2019-01-02
"공중화장실",자유로골프클럽,경기도 고양시 일산서구 멱절길124번길 6-15 (대화동),경기도 고양시 일산서구 대화동 1926-39,N,4,6,0,0,0,0,7,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6575568,126.7324324,2019-01-02
"공중화장실",송포동,경기도 고양시 일산서구 대화로 143 (대화동),경기도 고양시 일산서구 대화동 767-2,N,3,4,1,0,0,0,3,1,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.67142426,126.7354521,2019-01-02
"공중화장실",남정시티프라자 1,경기도 고양시 일산동구 무궁화로 18 (장항동),경기도 고양시 일산동구 장항동 760,N,23,37,0,0,0,0,23,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.661706,126.7668983,2019-01-02
"공중화장실",청원레이크빌,경기도 고양시 일산동구 중앙로1275번길 86-23 (장항동),경기도 고양시 일산동구 장항동 753,N,9,17,0,0,0,0,13,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6592237,126.7673639,2019-01-02
"공중화장실",고봉초등학교,경기도 고양시 일산동구 중산로 280 (중산동),경기도 고양시 일산동구 중산동 1554-1,N,24,29,7,0,0,0,28,7,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6961389,126.7826194,2019-01-02
"공중화장실",일산방송COMPLEX,경기도 고양시 일산동구 백마로 195,경기도 고양시 일산동구 장항동 869,N,24,46,0,0,0,0,41,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.65428629,126.770983,2019-01-02
"공중화장실",웰빙타운,경기도 고양시 일산동구 숲속마을로 18 (풍동),경기도 고양시 일산동구 풍동 1278-3,N,8,24,8,0,0,0,16,8,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6672757,126.8014823,2019-01-02
"공중화장실",다솜초등학교,경기도 고양시 일산동구 숲속마을로 139 (풍동),경기도 고양시 일산동구 풍동 1232,N,33,0,0,0,33,0,66,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.67258705,126.7965809,2019-01-02
"공중화장실",형지 제3 빌딩,경기도 고양시 일산동구 중앙로 1197 (장항동),경기도 고양시 일산동구 장항동 890-2,N,16,20,0,0,0,0,15,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.6534281,126.7764296,2019-01-02
"공중화장실",홀트장애인종합체육관,경기도 고양시 일산서구 탄현로 42 (탄현동),경기도 고양시 일산서구 탄현동 41-1,N,5,8,0,0,0,0,4,0,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.69524843,126.7747712,2019-01-02
"공중화장실",스포파크코리아,경기도 고양시 일산동구 정발산로 23 (장항동),경기도 고양시 일산동구 장항동 862-1,N,7,9,0,0,0,0,7,0,0,경기도 고양시 일산동구청,,09:00~18:00,,37.656716,126.7713382,2019-01-02
"공중화장실",고양한내초등학교,경기도 고양시 일산서구 고양대로255번길 27 (대화동),경기도 고양시 일산서구 대화동 882,N,47,76,1,0,0,0,71,1,0,경기도 고양시 일산서구청,031-8075-7243,09:00~18:00,,37.6687034,126.7354845,2019-01-02
"공중화장실",행주산성제1주차장 화장실,경기도 고양시 덕양구 행주로 15번길 89,경기도 고양시 덕양구 행주외동 116,N,4,6,1,0,0,0,8,1,0,경기도 고양시 행주산성관리사업소,031-8075-4643,항시개방,,37.59564085,126.8268514,2019-01-02
"공중화장실",행주산성제2주차장 화장실,경기도 고양시 덕양구 행주로 15번길 89,경기도 고양시 덕양구 행주외동 116,N,3,4,0,0,0,0,6,0,0,경기도 고양시 행주산성관리사업소,031-8075-4643,"주말, 공휴일만 개방",,37.59564085,126.8268514,2019-01-02
"공중화장실",행주산성제정상 화장실,경기도 고양시 덕양구 행주로 15번길 89,경기도 고양시 덕양구 행주외동 116,N,2,4,1,0,0,0,7,0,0,경기도 고양시 행주산성관리사업소,031-8075-4643,매주 월요일만 미개방,,37.59564085,126.8268514,2019-01-02
"공중화장실",행주산성제중간 화장실,경기도 고양시 덕양구 행주로 15번길 89,경기도 고양시 덕양구 행주외동 116,N,2,2,0,0,0,0,3,0,0,경기도 고양시 행주산성관리사업소,031-8075-4643,매주 월요일만 미개방,,37.59564085,126.8268514,2019-01-02
