구분,단지명,지번,도로명주소,사업승인일,사용검사일,건물유형,층수,동수,세대수,관리소전화,fax,연면적(㎡),승강기
의무적,"무원마을10(서광,라이프)",행신동 692,"경기도 고양시 덕양구 무원로 63  (행신동, 무원마을10단지아파트)  ",1992-10-29,1994-10-29,아파트,12월 15일,10,792,031-970-6653,031-970-6654,99199.2,28
의무적,삼성,고양동 197외7,"경기도 고양시 덕양구 혜음로 30  (고양동, 삼성아파트)  ",1995-10-20,1998-11-11,아파트,11월 23일,3,282,031-964-2253,031-968-2253,31201.3015,9
의무적(임대),삼송마을14단지(LH),원흥동 669,"경기도 고양시 덕양구 권율대로 726 (원흥동, 삼송마을14단지아파트)",2007-11-30,2014-08-01,아파트,19,8,930,031-968-6120,031-968-6122,85223.09,18
의무적,삼송마을15단지(계룡리슈빌(A15),원흥동 670,"경기도 고양시 덕양구 동세로 125  (원흥동, 삼송마을 15단지 계룡리슈빌)  ",2009-12-28,2012-12-10,아파트,20-29,11,1024,031-963-1501~2,031-963-1561,157937.4168,23
의무적(임대),삼송마을16단지(LH),원흥동 677,"경기도 고양시 덕양구 세솔로 149 (원흥동, 삼송마을엘에이치16단지) ",2007-11-30,2013-11-25,아파트,18,11,1201,031-964-3093,031-964-3095,105958.942,24
의무적,삼송마을17단지(동원로얄듀크빌(A17),삼송동 306,"경기도 고양시 덕양구 세솔로 105 ?(삼송동, 삼송마을동원로얄듀크)?",2009-10-30,2012-09-01,아파트,21,10,598,02-381-0830,02-381-0831,113524.5212,11
의무적(임대),삼송마을18단지(LH),삼송동 332,"경기도 고양시 덕양구 덕수천1로 37 (삼송동, 삼송마을18단지) ",2008-08-29,2015-06-29,아파트,20,19,1890,02-381-9435,02-381-9437,156810.55,35
의무적,삼송스타클래스(A-19B/L),삼송동 331,"경기도 고양시 덕양구 덕수천1로 59 (삼송동, 삼송스타클래스)",2011-07-18,2014-12-09,아파트,27,9,627,031-968-9205,02-355-8128,113855.66,18
의무적,삼송마을20단지(삼송아이파크2차),삼송동 311,"경기도 고양시 덕양구 세솔로 73 (삼송동, 삼송2차 아이파크) ",2012-06-19,2015-08-27,아파트,29,10,1066,02-381-8241,02-381-8243,162222.376,30
의무적,삼송힐스테이트,신원동 653,"경기도 고양시 덕양구 신원로 35  (신원동, 삼송힐스테이트)  ",2010-06-15,2013-10-02,아파트,13~21,7,429,02-389-7421,02-389-7423,64642.74,13
의무적,새서울,관산동 178-57,"경기도 고양시 덕양구 통일로754번길 16  (관산동, 새서울아파트)  ",1985-10-28,1987-07-24,아파트,5,5,400,031-962-2531,031-963-8407,26904.72,0
의무적,"샘터마을1단지(효성,화성,동신)",행신동 973,"경기도 고양시 덕양구 화신로 76  (행신동, 샘터마을1단지아파트)  ",1994-11-01,1997-09-20,아파트,18-22,12,822,031-938-6469,031-819-6468,145266.364,21
의무적(임대),샘터마을2단지(주공 1~4동),행신동 983,"경기도 고양시 덕양구 충장로 118-30  (행신동, 샘터마을2단지아파트)  ",1993-12-29,1996-06-23,아파트,15,4,504,031-973-4023,031-973-4024,118659.91,6
의무적(분양),샘터마을2단지 (주공5~29동),행신동 983,"경기도 고양시 덕양구 충장로 118-30  (행신동, 샘터마을2단지아파트)",1996-09-11,1996-10-16,아파트,15-20,25,2416,031-973-0250,031-978-1205,118659.91,35
의무적(임대),샘터마을3단지(주공),행신동 1002,"경기도 고양시 덕양구 충장로123번길 26  (행신동, 샘터마을3단지아파트)  ",1994-08-05,1997-02-14,아파트,15,8,720,031-978-4426,031-978-4427,54587.59,9
의무적(임대),서정마을1단지,행신동 1074,"경기도 고양시 덕양구 서정마을2로 6  (행신동, 서정마을1단지아파트)  ",2003-12-13,2008-08-08,아파트,12월 15일,13,1185,031-938-4088,031-978-7088,94420.486,25
의무적(임대),서정마을2단지,행신동 1073,"경기도 고양시 덕양구 서정마을로 25  (행신동, 서정마을2단지아파트)  ",2003-12-13,2008-04-11,아파트,14-15,5,477,031-938-5247,031-938-5248,38482.981,7
의무적(임대),서정마을3단지,행신동 1096,"경기도 고양시 덕양구 소원로 267  (행신동, 서정마을3단지아파트)  ",2003-12-13,2008-07-03,아파트,10월 13일,14,1064,031-970-1096,031-979-4054,84321.192,18
의무적,서정마을4단지,행신동 1068,"경기도 고양시 덕양구 서정마을로 46  (행신동, 서정마을4단지아파트)  ",2004-06-29,2008-06-09,아파트,08월 15일,12,545,031-972-1321,031-972-1322,71604.743,21
의무적,서정마을5단지,행신동 1088,"경기도 고양시 덕양구 충경로 156  (행신동, 서정마을5단지아파트)  ",2004-06-29,2008-08-14,아파트,10월 15일,9,423,031-970-2112,031-970-3399,55106.151,14
의무적,서정마을6단지(휴먼시아),행신동 1092,"경기도 고양시 덕양구 서정로 19  (행신동, 서정마을6단지아파트)  ",2006-11-10,2009-10-15,아파트,11월 13일,8,214,031-938-2428,031-938-2426,51540.95,8
의무적,서정마을7단지(파크하임휴먼시아),행신동 1090,"경기도 고양시 덕양구 소원로181번길 20  (행신동, 서정마을7단지아파트) ",2006-11-10,2009-12-03,아파트,12월 15일,13,394,031-938-5213,031-938-5212,86576.69,17
비의무,서정마을8단지(휴먼시아타운하우스),행신동 1103,"경기도 고양시 덕양구 서정로 4  (행신동, 서정마을8단지아파트)  ",2005-12-28,2009-10-15,연립주택,4,5,84,031-938-0910,,14479.24,11
비의무,서정마을9단지(중흥에스클래스타운하우스),행신동 1102,"경기도 고양시 덕양구 서정로 26  (행신동, 중흥에스클래스)  ",2007-05-30,2008-11-07,연립주택,4,3,60,031-979-7750,,15950.2304,8
비의무,서정마을11단지(중흥에스클래스타운하우스),행신동 1113,"경기도 고양시 덕양구 소원로 252  (행신동, 중흥에스클래스타운하우스)  ",2008-08-06,2009-12-01,연립주택,4,4,102,031-938-3505,,18179.6562,13
비의무,서정마을 신동아타운하우스,행신동 1091,"경기도 고양시 덕양구 서정로 37  (행신동, 신동아타운하우스)  ",2007-04-10,2008-09-30,연립주택,4,10,94,031-938-0760,031-938-0935,24962.05,10
의무적,소만마을1단지(부영),행신동 796,"경기도 고양시 덕양구 충경로 149  (행신동, 소만마을1단지아파트)  ",1993-11-25,1995-12-19,아파트,15,7,835,031-974-4815,031-816-4815,62269.213,14
의무적,소만마을2단지(신안),행신동 798,"경기도 고양시 덕양구 충경로 142  (행신동, 소만마을2단지아파트)  ",1994-06-07,1996-03-15,아파트,15,2,150,031-970-4421,031-818-4421,18250.275,5
의무적,소만마을3단지(늘푸른),행신동 799,"경기도 고양시 덕양구 충경로 138  (행신동, 소만마을3단지아파트)  ",1994-02-14,1996-09-02,아파트,15,3,345,031-973-3053,031-816-3053,26928.64,6
의무적,소만마을5단지(삼신),행신동 788,"경기도 고양시 덕양구 소원로181번길 15  (행신동, 소만마을5단지아파트)  ",1993-01-12,1994-10-31,아파트,15,4,423,031-970-2423,031-815-2423,40817.244,12
의무적,"소만마을6단지(벽산,성원)","행신동 785,787","경기도 고양시 덕양구 소만로 19  (행신동, 소만마을6단지아파트)  ",1992-12-02,1995-04-08,아파트,12월 15일,17,1602,031-972-7159,031-974-0930,126692.085,21
의무적,소만마을7단지(대명),행신동 783,"경기도 고양시 덕양구 화신로 36 ?(행신동, 소만마을7단지아파트)?",1993-04-17,1995-04-29,아파트,14-15,5,713,031-974-1016,031-971-2791,72096.511,10
의무적,소만마을8단지(풍림),행신동 781,"경기도 고양시 덕양구 소만로 49  (행신동, 소만마을8단지아파트)  ",1993-01-28,1994-12-10,아파트,12월 15일,6,639,031-970-5821,031-978-5821,53730.08,12
의무적,소만마을9단지(부영),행신동 793,"경기도 고양시 덕양구 소만로 48  (행신동, 소만마을9단지아파트)  ",1993-04-23,1995-05-13,아파트,15,7,960,031-972-8550,031-971-1983,72096.511,14
의무적,소만마을10단지(동성),행신동 791,"경기도 고양시 덕양구 충경로 135  (행신동, 소만마을10단지아파트)  ",1993-01-09,1994-10-30,아파트,11월 15일,5,377,031-811-3759,031-812-3758,38339.05,5
의무적,신성,관산동 981,"경기도 고양시 덕양구 통일로 749-7  (관산동, 신성아파트) ",1996-01-01,1998-05-29,아파트,12월 20일,5,320,031-964-3797,031-962-2299,43320.97,9
의무적,신원당1단지(동문),성사동 719,"경기도 고양시 덕양구 고양대로1384번길 19-23  (성사동, 어울림마을1단지아파트)  ",1991-04-11,1992-10-11,아파트,16-18,3,354,031-964-6308,031-967-6630,33546.66,6
의무적,신원당2단지(시영2차 태영),성사동 723,"경기도 고양시 덕양구 고양대로1384번길 29  (성사동, 어울림마을2단지아파트)  ",1990-10-27,1993-10-30,아파트,15,5,500,031-966-7810,031-817-7810,42414.424,8
의무적,신원당3단지(동신2차),성사동 724,"경기도 고양시 덕양구 고양대로1384번길 53  (성사동, 어울림마을3단지아파트)  ",1991-04-29,1992-11-28,아파트,15,6,495,031-967-0834,031-815-0833,44702.96,12
의무적,신원당5단지(대명),성사동 730,"경기도 고양시 덕양구 고양대로1384번길 60  (성사동, 어울림마을5단지아파트)  ",1991-10-01,1993-11-29,아파트,16,5,512,031-966-9964,031-814-9964,49226.05,11
의무적,신원당6단지(태영),성사동 731,"경기도 고양시 덕양구 호국로742번길 38  (성사동, 어울림마을6단지아파트)  ",1991-11-20,1993-10-20,아파트,13-16,8,604,031-966-7832,031-965-7656,58504.565,13
의무적,신원당7단지(동신1차),성사동 727,"경기도 고양시 덕양구 호국로 754  (성사동, 어울림마을7단지아파트)  ",1991-04-11,1992-11-30,아파트,15,5,390,031-967-0820,031-966-5916,64131.9,13
의무적,신원당8단지(삼보),성사동 726,"경기도 고양시 덕양구 호국로742번길 53  (성사동, 어울림마을8단지아파트)  ",1991-04-11,1992-10-09,아파트,16,4,480,031-964-3684,031-965-7227,64370.21,15
의무적,신원당9단지(시영1차),성사동 725,"경기도 고양시 덕양구 고양대로1384번길 30  (성사동, 어울림마을9단지아파트)  ",1989-12-09,1993-06-14,아파트,13-15,4,500,031-966-5748,031-819-5748,34192.585,8
의무적,신원마을1단지(우남퍼스트빌1단지),신원동 609,"경기도 고양시 덕양구 통일로 374(신원동, 신원마을1단지 우남퍼스트빌)",2010-02-11,2015-08-12,아파트,27,7,611,02-381-9207,02-381-9208,95504.4941,15
의무적(임대),신원마을2단지(LH),신원동 611,"경기도 고양시 덕양구 오금2로 26  (신원동, 신원마을엘이치2단지)  ",2007-11-30,2013-05-14,아파트,11~19,16,1495,02-381-2227,02-381-2228,125971.97,34
의무적(임대),신원마을3단지(LH),신원동 613,"경기도 고양시 덕양구 오금로 7  (신원동, 신원마을엘에이치3단지)",2007-11-30,2013-06-12,아파트,11~20,8,866,02-381-8586,02-381-8588,73895.76,18
의무적,신원마을5단지(삼송우림필유),신원동 654,"경기도 고양시 덕양구 신원로 55  (신원동, 신원마을5단지 우림필유아파트)  ",2009-12-23,2013-10-17,아파트,17~23,7,455,02-389-6690,02-389-6689,96204.12,13
의무적,신원마을8단지(삼송아이파크 A8),신원동 113(삼송지구 A8블록),"경기도 고양시 덕양구 신원3로 20  (신원동, 신원마을고양삼송아이파크)  ",2009-10-23,2012-06-29,아파트,22-24,7,610,02-381-4677~8,02-381-4679,123928.14,14
의무적,신원마을9단지(호반베르디움 A9),신원동 658,"경기도 고양시 덕양구 권율대로 831  (신원동, 신원마을 호반베르디움 9단지)  ",2009-12-18,2012-07-04,아파트,18-22,6,353,02-371-0993,02-371-0995,71798.448,12
비의무,신원마을23단지(A23) 군인아파트,신원동 594삼송지구 A23블록),"경기도 고양시 덕양구 신원3로 40 (신원동, 신원마을23단지)",2012-01-18,2013-10-30,아파트,11,1,40,,,5662.86,1
의무적,옥빛마을12단지(신덕),화정동 988,"경기도 고양시 덕양구 백양로 84  (화정동, 옥빛마을12단지아파트)",1993-07-23,1995-11-01,아파트,15-20,5,570,031-971-8038,031-971-8039,54038.66,16
의무적,옥빛마을13단진(일신건영),화정동 987,"경기도 고양시 덕양구 백양로 64  (화정동, 옥빛마을13단지아파트)",1993-07-23,1995-11-01,아파트,14-20,5,582,031-971-5922,031-971-7256,52237.301,13
의무적,옥빛마을14단지(부영),화정동 1004,"경기도 고양시 덕양구 백양로 27  (화정동, 옥빛마을14단지아파트)  ",1993-07-22,1995-11-08,아파트,14-20,6,720,031-971-6746,031-971-7307,60289.69,12
비의무,옥빛마을15단지(풍산 1501동),화정동 998,"경기도 고양시 덕양구 화신로 233  (화정동, 옥빛마을15단지아파트)  ",1994-05-14,1996-06-08,아파트,16,1,96,031-973-2804,031-973-2804,7582.4,1
의무적,옥빛마을15단지(주공 1502동~),화정동 1127,"경기도 고양시 덕양구 화신로 233  (화정동, 옥빛마을15단지아파트) ",1994-08-05,1997-05-03,아파트,18-20,14,1391,031-978-6414,031-938-1900,126140.66,23
의무적,옥빛마을16단지(주공),화정동 1141,"경기도 고양시 덕양구 백양로 15  (화정동, 옥빛마을16단지아파트)  ",1994-06-30,1996-10-13,아파트,20,6,514,031-973-6546,031-811-6546,47094.28,12
의무적,옥빛마을17단지(주공),화정동 1135,"경기도 고양시 덕양구 백양로 8  (화정동, 옥빛마을17단지아파트)",1994-08-08,1997-05-23,아파트,20,14,1120,031-979-8851,031-979-8852,135972.476,28
의무적,우림,주교동 555,"경기도 고양시 덕양구 원당로125번길 6  (주교동, 우림아파트)  ",2001-08-20,2004-01-16,아파트,18-19,3,163,031-969-4311,031-969-4312,23490.6873,5
의무적,우방유쉘,고양동 454,"경기도 고양시 덕양구 읍내로 25  (고양동, 우방유쉘아파트)  ",2004-07-14,2007-06-13,아파트,16-23,8,443,031-962-9525,031-962-9527,71152.44,13
의무적,우인아크리움빌,주교동 1633,"경기도 고양시 덕양구 마상로57번길 114  (주교동, 우인아크리움빌아파트)  ",2002-11-26,2005-05-17,아파트,18-20,3,299,031-818-0001,031-969-8555,42955.1035,9
의무적,원당대림이편한세상아파트,성사동 869,"경기도 고양시 덕양구 호국로 859  (성사동, 대림e편한세상아파트)  ",2006-06-20,2009-12-02,아파트,26,21,1486,031-965-6671,031-965-6673,266939.058,34
의무적,원당삼성래미안휴레스트,성사동 860,"경기도 고양시 덕양구 호국로 860  (성사동, 래미안휴레스트아파트)  ",2006-05-24,2009-10-30,아파트,25,22,1651,031-968-2861,031-968-2867,288314.06,43
의무적(임대),원흥도래울마을1단지(LH),원흥동 717,"경기도 고양시 덕양구 삼원로 102 (원흥동, 엘에이치원흥도래울마을1단지) ",2009-12-28,2014-10-15,아파트,21,9,1578,031-968-9205,031-968-9207,116463.16,23
의무적,원흥도래울마을2단지(LH),도내동 983,"경기도 고양시 덕양구 도래울로 85 (도내동, 엘에이치원흥도래울마을2단지)",2009-12-28,2014-06-02,아파트,25,18,1193,031-965-1771,031-962-3883,171290.92,37
의무적(임대),원흥도래울마을3단지(LH),도내동 1010,"경기도 고양시 덕양구 도래울로 86 (도내동, 엘에이치원흥도래울마을3단지) ",2009-12-28,2015-04-22,아파트,25,17,1386,031-962-9578,031-962-9598,166618.5,36
의무적,원흥도래울마을4단지(LH),도내동 1011,"경기도 고양시 덕양구 도래울3로 33  (도내동, 도래울마을 4단지 아파트)  ",2009-12-28,2013-12-06,아파트,15~25,9,598,031-963-6151,031-968-6153,76076.34,17
의무적,원흥도래울마을6단지(LH),도내동 1103,"경기도 고양시 덕양구 도래울로 16  (도내동, 엘에이치원흥도래울마을6단지)  ",2009-12-28,2013-11-12,아파트,10~22,19,1392,031-968-9733,031-968-9735,198222.57,39
의무적,유승,관산동 126,"경기도 고양시 덕양구 통일로742번길 63  (관산동, 유승아파트)  ",1997-05-19,2000-04-29,아파트,06월 25일,3,218,031-962-0559,031-964-4668,29970.725,9
의무적,윤창1.2단지,고양동 414-1(-17),"경기도 고양시 덕양구 동헌로 398-22  (고양동, 윤창아파트)  ",1994-12-31,1997-08-20,아파트,07월 18일,4,299,031-963-7555,031-963-7599,23069.256,8
의무적,윤창1차,행신동 633-67,"경기도 고양시 덕양구 충장로103번길 49  (행신동, 윤창아파트)  ",1996-01-03,1996-05-01,아파트,11월 17일,3,298,031-973-2939,031973-3203,36245.454,7
의무적,은빛마을5단지(삼익.삼성.신성.미도파),화정동 870,"경기도 고양시 덕양구 화중로 164  (화정동, 은빛마을5단지아파트)",1993-07-26,1995-11-13,아파트,12월 20일,38,2032,031-969-6141,031-964-8697,318037.74,64
의무적,은빛마을6단지(부영),화정동 936,"경기도 고양시 덕양구 화정로 27  (화정동, 은빛마을6단지아파트) ",1993-09-11,1996-04-27,아파트,11월 20일,19,1320,031-814-9737~8,031-814-9739,243056.9039,38
의무적,은빛마을11단지(부영),화정동 961,"경기도 고양시 덕양구 백양로 126  (화정동, 은빛마을11단지아파트)",1993-09-11,1996-04-29,아파트,14-19,11,1350,031-962-4965,031-962-4966,109801.34,22
의무적,장미7차,"행신동 644-1,-43","경기도 고양시 덕양구 행신로143번길 115  (행신동, 장미아파트)  ",1987-11-03,1991-12-05,아파트,14-15,2,375,031-972-3343,031-819-3343,35497.03,4
의무적,청구,고양동 399,"경기도 고양시 덕양구 동헌로 408-8  (고양동, 청구아파트)  ",1994-08-19,1997-10-31,아파트,05월 18일,2,168,031-962-3079,031-962-3076,14997.6,8
의무적,푸른마을1단지(동익미라벨),고양동 735,"경기도 고양시 덕양구 푸른마을로 14  (고양동, 푸른마을1단지아파트) ",2003-07-22,2008-09-25,아파트,22-25,5,464,031-969-7033,031-969-7034,71549.583,10
의무적,푸른마을2단지(동익미라벨),고양동 720,"경기도 고양시 덕양구 푸른마을로 16  (고양동, 푸른마을2단지아파트)  ",1999-12-31,2004-09-23,아파트,25,2,188,031-964-0718,031-964-0719,38889.733,4
의무적,푸른마을3단지(동익미라벨),고양동 719,"경기도 고양시 덕양구 푸른마을로 15  (고양동, 푸른마을3단지아파트)  ",1999-12-31,2004-06-30,아파트,17-25,9,958,031-964-4091,031-964-4092,137152.279,23
의무적,푸른마을4단지(동익미라벨),고양동 734,"경기도 고양시 덕양구 푸른마을로 54  (고양동, 푸른마을4단지아파트)  ",2005-08-03,2008-09-25,아파트,12월 19일,6,241,031-962-7794,031-962-7795,52151.87,8
의무적,푸른마을5단지(풍림아이원),고양동 730,"경기도 고양시 덕양구 푸른마을로 56  (고양동, 푸른마을5단지아파트)  ",2004-04-30,2007-04-25,아파트,17-20,8,460,031-963-7681,031-963-7682,62061.2345,12
의무적,푸른마을6단지(풍림아이원),고양동 724,"경기도 고양시 덕양구 푸른마을로 55  (고양동, 푸른마을6단지아파트)  ",2004-07-02,2007-04-25,아파트,15-19,5,496,031-962-1058,031-962-1059,67492.5063,12
의무적,푸른마을7단지(풍림아이원 고양3차),고양동 752,"경기도 고양시 덕양구 푸른마을로 37  (고양동, 푸른마을7단지아파트)  ",2005-10-05,2010-10-22,아파트,18,2,211,031-963-8829,031-963-8827,30919.5328,5
비의무,푸른마을8단지(풍림아이원) 군인아파트,고양동 725,"경기도 고양시 덕양구 푸른마을로 33-18  (고양동, 푸른마을8단지아파트)  ",2005-07-19,2007-06-04,아파트,15,2,120,031-963-5553,,13942.8003,4
의무적,푸른마을10단지(풍림아이원),고양동 1121(736),"경기도 고양시 덕양구 푸른마을로120번길 34  (고양동, 푸른마을10단지아파트)  ",2006-06-29,2009-11-20,아파트,15,12,557,031-963-4885,031-963-4887,94951.409,22
의무적,한라비발디리버아파트,토당동 298,"경기도 고양시 덕양구 토당로 93  (토당동, 한라비발디아파트)  ",2003-03-18,2004-11-23,아파트,21-24,3,482,031-971-3262,031-971-3263,59961.199,12
의무적,햇빛마을18-1단지(주공),행신동 895,"경기도 고양시 덕양구 성신로 77  (행신동, 햇빛마을18-1단지아파트) ",1995-06-20,1998-07-20,아파트,15-20,15,1132,031-971-8650,031-973-4464,132524.03,30
의무적,햇빛마을18-2단지(주공),행신동 938,"경기도 고양시 덕양구 중앙로558번길 57  (행신동, 햇빛마을18-2단지)  ",1995-06-20,1998-07-22,아파트,18-20,9,696,031-973-4225,031-974-5995,81465.14,18
의무적,햇빛마을19단지,"행신동 903,904","경기도 고양시 덕양구 성신로 99  (행신동, 햇빛마을19단지아파트)  ",1995-06-20,1998-08-10,아파트,15-20,11,840,031-978-8007,031-978-8009,102793.251,22
의무적,햇빛마을20단지(주공),행신동 934,"경기도 고양시 덕양구 충장로152번길 39  (행신동, 햇빛마을20단지아파트)",1994-11-12,1997-06-07,아파트,15-20,17,1713,031-979-8411,031-938-6666,140605.55,26
의무적,"햇빛마을21단지(대우,코롱)",행신동 905,"경기도 고양시 덕양구 화신로 170  (행신동, 햇빛마을21단지아파트)  ",1994-10-21,1997-08-14,아파트,17-20,14,880,031-938-1497,031-938-1545,152636.646,24
의무적,햇빛마을22단지(주공),행신동 946,"경기도 고양시 덕양구 충장로152번길 40  (행신동, 햇빛마을22단지아파트) ",1994-06-14,1996-08-14,아파트,15,5,445,031-973-4185,031-815-4185,35342.73,5
의무적,햇빛마을23단지(주공),행신동 953,"경기도 고양시 덕양구 화신로 105  (행신동, 햇빛마을23단지아파트)  ",1993-12-29,1996-11-22,아파트,18-20,20,1813,031-979-4100,031-938-1351,155620.77,29
의무적,햇빛마을24단지(동신),행신동 958,"경기도 고양시 덕양구 화신로 106  (행신동, 햇빛마을24단지아파트)  ",1994-11-01,1998-02-16,아파트,16-20,14,916,031-938-4201,031-819-2450,152489.3,24
의무적,행신1차 SK-VIEW,행신동 621,"경기도 고양시 덕양구 충장로103번길 23  (행신동, 행신1차에스케이뷰아파트)  ",2001-12-31,2005-04-27,아파트,16-24,8,812,031-813-4894,031-974-2320,112567.72,18
비의무,행신2차 SK-VIEW,행신동 630외1,"경기도 고양시 덕양구 행신로143번길 54-8  (행신동, 행신2차에스케이뷰아파트)  ",2003-10-01,2006-02-22,아파트,07월 15일,3,139,031-970-3300,,18876.9474,5
의무적,행신3차 SK-VIEW,행신동 650,"경기도 고양시 덕양구 행신로 131-11  (행신동, 행신3차에스케이뷰아파트)  ",2005-12-28,2009-02-02,아파트,24-25,7,574,031-978-6508,031-974-6508,93597.0569,12
의무적,"현대1,2단지",고양동 240-6(255),"경기도 고양시 덕양구 읍내로 28  (고양동, 현대아파트)  ",1995-06-17,1997-12-01,아파트,12월 20일,8,791,031-963-6538,031-962-0844,65720.272,24
의무적,고양삼송 동일스위트 1차,신원동 959,"경기도 고양시 덕양구 신원2로50(신원동,고양삼송동일스위트1차)",2014-09-05,2017-06-01,아파트,29,8,968,02-381-2601,02-381-2603,99070,19
의무적,원흥 호반베르디움 더퍼스트,도내동 1006,"경기도 고양시 덕양구 도래울로17(도내동, 호반베르디움5단지)",2014-10-10,2017-09-05,아파트,25,12,967,031-963-6538,031-962-2224,110683,22
의무적(임대),신원마을4단지,신원동 616,"경기도 고양시 덕양구 신원로 60(신원동, 신원마을4단지)",2007-11-30,2016-09-01,아파트,12~18,12,1302,02-381-0084,02-381-0086,101698,25
의무적(임대),고양삼송LH원흥마을 11단지,원흥동 615,"경기도 고양시 덕양구 원흥1로25(원흐동, 원흥마을11단지)",2014-10-23,2016-12-07,아파트,17,3,832,031-968-7032,031-968-7034,47788,12
의무적,고양 원흥 동일스위트,도내동 1107,"경기도 고양시 덕양구 도래울1로 80(도내동, 원흥동일스위트)",2015-06-25,2018-01-26,아파트,20-25,14,1257,031-968-8117,031-968-8116,196435.7387,26
의무적,고양삼송 동일스위트 2차,신원동 661,"경기도 고양시 덕양구 신원1로 70(신원동, 삼송동일스위트2차)",2015-09-17,2018-03-23,아파트,25,7,834,02-381-3301,02-381-3302,118477.6573,19
의무적,삼송원흥역센트럴푸르지오,원흥동 630,"경기도 고양시 덕양구 원흥5로 25(원흥동, 원흥역센트럴푸르지오)",2015-09-10,2018-07-30,아파트,35-38,4,450,031-968-8574,031-968-8575,83351.7658,12
의무적,DMC리슈빌더포레스트,향동동 570,"경기도 고양시 덕양구 향기로 30(향동동, DCN리슈빌더포레스트)",2016-02-24,2019-02-19,아파트,17-20,16,969,02-3158-0995,02-3158-0996,148779.1786,26
의무적,DMC호반베르디움 더포레2단지,향동동(공공주택지구B-2BL),"경기도 고양시 덕양구 향기2로 22(향동동, DMC호반베르디움더포레2단지)",2015-12-24,2019-06-27,아파트,17-21,8,461,02-3159-9967,02-3159-9968,74975.0401,14
의무적,DMC호반베르디움 더포레3단지,향동동(공공주택지구B-3BL),"경기도 고양시 덕양구 향기로 25(향동동, DMC호반베르디움더포레3단지)",2015-12-24,2019-06-27,아파트,21-29,10,716,02-3159-9332,02-3159-9333,113766.8562,16
의무적,DMC호반베르디움 더포레4단지,향동동(공공주택지구B-4BL),"경기도 고양시 덕양구 향기로 77(향동동, DMC호반베르디움더포레4단지)",2015-12-24,2019-06-27,아파트,21-29,11,970,02-3159-9730,02-3159-9732,156465.6485,21
의무적(임대),서정마을LH12단지,행신동 1064,"경기도 고양시 덕양구 서정마을2로 17 외 1(행신동, 서정마을LH12단지)",2015-09-25,2019-02-14,아파트,15,2,276,031-938-1188,031-938-1198 ,16111.14,4
의무적(임대),DMC해링턴플레이스,고양향동공공주택지구 에스-1블록,경기도 고양시 덕양구 향기로 185 (향동동),2017-01-05,2019-07-11,아파트,17-21,15,1521,-,,16857.7,35
의무적(임대),DMC하우스디,고양향동공공주택지구 에스-2블록,경기도 고양시 덕양구 향기로 112 (향동동),2016-12-07,2019-07-26,아파트,24-29,4,403,-,,55179.22,10
의무적(임대),원흥마을12단지,원흥동 고양삼송택지개발지구 에이12블록,경기도 고양시 덕양구 원흥1로 11(원흥동),2007-11-30,2019-07-11,아파트,10월 20일,9,1372,031-967-3535,,9474.46,21
의무적(임대),지축LH3단지,고양시지축공공주택지구내 에이3블록,경기도 고양시 덕양구 오부자로 150(지축동),2015-01-19,2019-08-14,아파트,18-20,4,890,02-371-0890,,51253.28,12
의무적,지축역북한산유보라,지축동 645-2,경기도 고양시 덕양구 오부자로 14,2016-12-02,2019-10-31,아파트,27-29,5,549,,,84298.4279,11
의무적,강촌마을 1단지(동아),마두동 757,"경기도 고양시 일산동구 강송로 196  (마두동, 강촌마을1단지아파트)  ",1990-11-19,"1992-10-30, 1993-05-29",아파트,10월 21일,15,720,031-901-0250,031-901-3146,112708.46,26
의무적,강촌마을 2단지(한신),마두동 783,"경기도 고양시 일산동구 강송로 156  (마두동, 강촌마을2단지아파트)  ",1990-11-19,"1993-05-13, 1993-08-30",아파트,10월 25일,15,608,031-903-0461,031-904-4155,120093.437,23
의무적,강촌마을 3단지(훼밀리),마두동 787,"경기도 고양시 일산동구 강송로 153  (마두동, 강촌마을3단지아파트)  ",1990-11-19,"1992-10-30, 1993-04-30",아파트,13-22,12,590,031-901-5758,031-904-1962,99195.248,19
의무적,강촌마을 5단지(1차),마두동 789,"경기도 고양시 일산동구 강석로 110  (마두동, 강촌마을5단지아파트)  ",1990-10-17,1992-10-30,아파트,05월 15일,11,760,031-901-7011,031-902-1008,73092.48,7
의무적,강촌마을 5단지(2차),마두동 789,"경기도 고양시 일산동구 강석로 110  (마두동, 강촌마을5단지아파트)  ",1990-10-17,1993-11-30,아파트,11월 21일,11,798,031-904-0472,031-904-2763,73092.48,22
의무적,강촌마을 6단지(한양),마두동 806,"경기도 고양시 일산동구 중앙로 1130  (마두동, 강촌마을6단지아파트)  ",1990-11-19,1993-03-19,주상복합,19,2,494,031-902-3196,031-907-3944,59117.121,4
의무적,강촌마을 7단지(선경코오롱),마두동 796,"경기도 고양시 일산동구 강석로 152  (마두동, 강촌마을7단지아파트)  ",1990-10-17,1993-06-29,아파트,09월 22일,14,702,031-903-3716,031-904-3514,103958.406,24
의무적,강촌마을 8단지(우방),마두동 794,"경기도 고양시 일산동구 강송로 195  (마두동, 강촌마을8단지아파트)  ",1990-10-17,1993-02-20,아파트,10월 20일,15,766,031-902-2553,031-904-4431,111401.09,27
