"설치장소명",설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
"일산서구청",일산서구청 민원실,경기도,고양시,관공서,KT,Public Wifi Free,2017-12,경기도 고양시 일산서구 중앙로 1542,경기도 고양시 일산서구 대화동 2199,경기도 고양시 일산서구청,031-8075-7062,37.67531357,126.7506551,2019-11-12
"일산시장",전체,경기도,고양시,기타,KT,Public WiFi Free,2014-12,경기도 고양시 일산서구 일청로12번길 9,경기도 고양시 일산서구 일산동 617-20,KT,1588-9010,37.685601,126.7708278,2019-11-12
"정발산동성당",본관,경기도,고양시,기타,KT,Public Wifi Free,2016-12,경기도 고양시 일산동구 일산로 419,경기도 고양시 일산동구 정발산동 1207,KT,1588-9010,37.67201551,126.7793573,2019-11-12
"주엽어린이도서관",자료실+휴게실+열람실,경기도,고양시,관공서,"SKT, KT",Public WiFi Free,2013-12,경기도 고양시 일산서구 주엽로 104,경기도 고양시 일산서구 주엽동 122,SKT,080-816-2000,37.668431,126.7565039,2019-11-12
"㈜하이텔레서비스 일산센터",㈜하이텔레서비스 일산센터,경기도,고양시,기타,LGU+,Public Wifi Free,2016-12,경기도 고양시 일산동구 중앙로 1080,경기도 고양시 일산동구 백석동 1288-2,LGU+,1544-8585,37.64563845,126.7852322,2019-11-12
"풍동도서관",자료실+휴게실+열람실,경기도,고양시,관공서,SKT,Public WiFi Free,2013-12,경기도 고양시 일산동구 숲속마을로 108,경기도 고양시 일산동구 풍동 1257,KT,1588-9010,37.67022046,126.7951722,2019-11-12
"프라임치과",프라임치과 성사동,경기도,고양시,기타,SKT,Public Wifi Free,2016-12,경기도 고양시 덕양구 호국로790번길 27,경기도 고양시 덕양구 성사동 366-5,SKT,080-816-2000,37.65593579,126.8376723,2019-11-12
"한국방송통신대학교",한국방송통신대학교 서울서부학습센터(원흥동),경기도,고양시,교육시설,LGU+,Public Wifi Free,2016-12,경기도 고양시 덕양구 권율대로 696-13,경기도 고양시 덕양구 원흥동 158-18,LGU+,1544-8585,37.65053003,126.8764477,2019-11-12
"한뫼도서관",자료실+휴게실+열람실,경기도,고양시,관공서,"SKT, KT",Public WiFi Free,2013-12,경기도 고양시 일산서구 탄중로 284,경기도 고양시 일산서구 일산동 1558,SKT,080-816-2000,37.69355743,126.7762593,2019-11-12
"행신도서관",자료실+휴게실+열람실,경기도,고양시,관공서,"SKT, KT",Public WiFi Free,2013-12,경기도 고양시 덕양구 행당로 33번길 25-6,경기도 고양시 덕양구 행신동 634-87,SKT,080-816-2000,37.62075898,126.8283382,2019-11-12
"행신어린이도서관",자료실+휴게실+열람실,경기도,고양시,관공서,"SKT, KT",Public WiFi Free,2013-12,경기도 고양시 덕양구 소원로181번길 42,경기도 고양시 덕양구 행신동 804,SKT,080-816-2000,37.614794,126.843457,2019-11-12
"헤어팰리스 장항점",헤어팰리스 장항점,경기도,고양시,기타,SKT,Public Wifi Free,2016-12,경기도 고양시 일산동구 중앙로1275번길 56,경기도 고양시 일산동구 장항동 769-2,SKT,080-816-2000,37.65925034,126.7698753,2019-11-12
"화정도서관",자료실+휴게실+열람실,경기도,고양시,관공서,"SKT, KT, LGU+",Public WiFi Free,2013-12,경기도 고양시 덕양구 은빛로 77번길 8,경기도 고양시 덕양구 화정동 873,SKT,080-816-2000,37.637841,126.8371044,2019-11-12
"화정어린이도서관",자료실+휴게실+열람실,경기도,고양시,관공서,SKT,Public WiFi Free,2013-12,경기도 고양시 덕양구 화신로 323,경기도 고양시 덕양구 화정동 945,SKT,080-816-2000,37.632844,126.826353,2019-11-12
"화정터미널",화정터미널,경기도,고양시,교통시설,LGU+,Public Wifi Free,2017-12,경기도 고양시 덕양구 화신로 260번길 74,경기도 고양시 덕양구 화정동 974,LGU+,1544-8585,37.63418774,126.8337045,2019-11-12
"효산캐슬",효산캐슬,경기도,고양시,기타,SKT,Public Wifi Free,2016-12,경기도 고양시 일산동구 장대길 160-62,경기도 고양시 일산동구 장항동 544-1,SKT,080-816-2000,37.643899,126.762789,2019-11-12
"흰돌종합사회복지관",흰돌종합사회복지관,경기도,고양시,서민·복지시설,SKT,Public Wifi Free,2013-12,경기도 고양시 일산동구 장백로 59,경기도 고양시 일산동구 백석동 1343,SKT,080-816-2000,37.6428039,126.7861922,2019-11-12
"고양꽃전시관",고양꽃전시관,경기도,고양시,기타,KT,Public Wifi Free,2017-12,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 장항동 904,KT,1588-9010,37.6538459250,126.768784,2019-11-12
"중산체육공원","방범용 CCTV (S-6210, S-6222)",경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 일산동구 중산로 217,경기도 고양시 일산동구 중산동 1565,경기도 고양시청,031-8075-2608,37.69150284,126.7798982,2019-11-12
"자연학습공원(고양피크닉시민공원)","방범용 CCTV (S-7726, S-7735, S-7725)",경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 일산서구 대화로 355,경기도 고양시 일산서구 대화동 2337,경기도 고양시청,031-8075-2608,37.68536054,126.7486216,2019-11-12
"일산문화공원","방범용 CCTV (S-6A03(2대)), 화장실(2대), P-6912",경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산동구 장항동 845,경기도 고양시 일산동구 장항동 845,경기도 고양시청,031-8075-2608,37.65848731,126.770656,2019-11-12
"서정공원(서정문화공원)","방범용 CCTV (S-5H24, S-5H25)",경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 덕양구 행신동 1072-1,경기도 고양시 덕양구 행신동 1072-1,경기도 고양시청,031-8075-2608,37.617883,126.8476198,2019-11-12
"대화레포츠공원","방범용 CCTV (S-7728), 조명탑(놀이터 방향)",경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 일산서구 대화로156번길 39,경기도 고양시 일산서구 대화동 2314,경기도 고양시청,031-8075-2608,37.66991791,126.7370988,2019-11-12
"꽃물공원",방범용 CCTV (S-5C09),경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 덕양구 화중로151번길 56,경기도 고양시 덕양구 화정동 867,경기도 고양시청,031-8075-2608,37.64105095,126.8295741,2019-11-12
"가라뫼공원(소만공원)","방범용 CCTV (S-5G16), 분수대CCTV",경기도,고양시,기타,"KT,LGU+","G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 덕양구 행신동 800,경기도 고양시 덕양구 행신동 800,경기도 고양시청,031-8075-2608,37.61474339,126.8442298,2019-11-12
"마상근린공원",방범용 CCTV (S-5109),경기도,고양시,기타,LGU+,"G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 덕양구 원당로69번길 46,경기도 고양시 덕양구 주교동 313-16,경기도 고양시청,031-8075-2608,37.66014949,126.8330165,2019-11-12
"고양근린공원",방범용 CCTV (S-5903),경기도,고양시,기타,LGU+,"G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 덕양구 동헌로 436,경기도 고양시 덕양구 고양동 30,경기도 고양시청,031-8075-2608,37.70583666,126.9003245,2019-11-12
"화정중앙공원","방범용 CCTV (S-5D12), 분수대CCTV",경기도,고양시,기타,LGU+,"G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 덕양구 화정동 985,경기도 고양시 덕양구 화정동 985,경기도 고양시청,031-8075-2608,37.6313971,126.831946,2019-11-12
"은빛근린공원","방범용 CCTV (S-5C03, S-5C06)",경기도,고양시,기타,LGU+,"G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 덕양구 은빛로77번길 14,경기도 고양시 덕양구 화정동 872,경기도 고양시청,031-8075-2608,37.63813832,126.8367593,2019-11-12
"달빛공원",방범용 CCTV( S-5C07(2대)),경기도,고양시,기타,LGU+,"G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 덕양구 화정동 859,경기도 고양시 덕양구 화정동 859,경기도 고양시청,031-8075-2608,37.64530692,126.8310141,2019-11-12
"화수공원",방범용 CCTV (S-5C17(2대)),경기도,고양시,기타,LGU+,"G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 덕양구 화정동 853,경기도 고양시 덕양구 화정동 853,경기도 고양시청,031-8075-2608,37.64484592,126.8373692,2019-11-12
"옥빛공원",방범용 CCTV (S-5D13),경기도,고양시,기타,LGU+,"G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 덕양구 화정동 989,경기도 고양시 덕양구 화정동 989,경기도 고양시청,031-8075-2608,37.63320895,126.836145,2019-11-12
"차장공원","방범용 CCTV (S-5G21, S-5G28)",경기도,고양시,기타,LGU+,"G_PublicWifi_Goyang, PublicWifi_Goyang",2018-07,경기도 고양시 덕양구 행신동 772,경기도 고양시 덕양구 행신동 772,경기도 고양시청,031-8075-2608,37.61618523,126.836508,2019-11-12
"지도공원","방범용 CCTV (S-5E28, S-5E09),청소년수련관옥상",경기도,고양시,기타,LGU+,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 중앙로633번길 25,경기도 고양시 덕양구 토당동 3-39,경기도 고양시청,031-8075-2608,37.62586786,126.8297809,2019-11-12
"도래울의장대공원2호",S-5308,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 도내동 1078 (원흥근린2),경기도 고양시 덕양구 도내동 1078 (원흥근린2),경기도 고양시청,031-8075-2608,37.629505,126.870453,2019-11-12
"도래울의장대공원3호",S-5307,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 도내동 1101 (원흥근린3),경기도 고양시 덕양구 도내동 1101 (원흥근린3),경기도 고양시청,031-8075-2608,37.6278473687,126.8735353652,2019-11-12
"도래울바람물공원",S-5309,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 도내동 980,경기도 고양시 덕양구 도내동 980,경기도 고양시청,031-8075-2608,37.628138,126.874403,2019-11-12
"백양근린공원",S-5D15,경기도,고양시,기타,LG,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 성신로 55,경기도 고양시 덕양구 화정동 1131,경기도 고양시청,031-8075-2608,37.6278031010,126.8348017566,2019-11-12
"배다리공원",S-5103,경기도,고양시,기타,LG,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 주교동 296,경기도 고양시 덕양구 주교동 296,경기도 고양시청,031-8075-2608,37.662583,126.8294252484,2019-11-12
"꽃우물공원",S-5D11,경기도,고양시,기타,LG,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 화정동 950,경기도 고양시 덕양구 화정동 950,경기도 고양시청,031-8075-2608,37.628523,126.826886,2019-11-12
"성사체육공원",S-5507,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 호국로 876,경기도 고양시 덕양구 성사동 552-1,경기도 고양시청,031-8075-2608,37.6627589803,126.8437231977,2019-11-12
"충장근린체육공원",S-5E19,경기도,고양시,기타,LG,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 행주내동 644-1,경기도 고양시 덕양구 행주내동 644-1,경기도 고양시청,031-8075-2608,37.614852,126.824395,2019-11-12
"별빛공원",S-5D10,경기도,고양시,기타,LG,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 화정동 943,경기도 고양시 덕양구 화정동 943,경기도 고양시청,031-8075-2608,37.632684,126.825647,2019-11-12
"서두물공원",S-5H16,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 행신동 1092-1,경기도 고양시 덕양구 행신동 1092-1,경기도 고양시청,031-8075-2608,37.617030,126.850477,2019-11-12
"행주산성역사공원",옥상 / S-5E33,경기도,고양시,기타,LG,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 행주산성로 93-38,경기도 고양시 덕양구 행주외동 145,경기도 고양시청,031-8075-2608,37.5980406117,126.8193223083,2019-11-12
"백석근린공원",도시관리공사CCTV,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산동구 강송로 14,경기도 고양시 일산동구 백석동 1233,경기도 고양시청,031-8075-2608,37.6424778089,126.7953753458,2019-11-12
"백마공원",S-6711,경기도,고양시,기타,LG,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산동구 마두동 725,경기도 고양시 일산동구 마두동 725,경기도 고양시청,031-8075-2608,37.656857,126.791229,2019-11-12
"마두공원",S-6804,경기도,고양시,기타,LG,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산동구 마두동 780,경기도 고양시 일산동구 마두동 780,경기도 고양시청,031-8075-2608,37.654921,126.785278,2019-11-12
"강촌공원",S-6805,경기도,고양시,기타,LG,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산동구 마두동 791,경기도 고양시 일산동구 마두동 791,경기도 고양시청,031-8075-2608,37.6533323978,126.7810761142,2019-11-12
"안산공원",S-6514,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산동구 백석동 1195,경기도 고양시 일산동구 백석동 1195,경기도 고양시청,031-8075-2608,37.646162,126.784623,2019-11-12
"은행마을공원",S-6101,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산동구 식사동 1475,경기도 고양시 일산동구 식사동 1475,경기도 고양시청,031-8075-2608,37.669940,126.806499,2019-11-12
"식사중앙근린공원",S-6133,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산동구 식사동 산 122-4,경기도 고양시 일산동구 식사동 산 122-4,경기도 고양시청,031-8075-2608,37.677694,126.814095,2019-11-12
"낙민공원",S-6A16,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산동구 장항동 873,경기도 고양시 일산동구 장항동 873,경기도 고양시청,031-8075-2608,37.650826,126.774464,2019-11-12
"밤가시공원",S-6312,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산동구 정발산동 1299,경기도 고양시 일산동구 정발산동 1299,경기도 고양시청,031-8075-2608,37.669422,126.782772,2019-11-12
"강선공원",S-7506,경기도,고양시,기타,LG,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산서구 강성로 124,경기도 고양시 일산서구 주엽동 78,경기도 고양시청,031-8075-2608,37.6711710099,126.7620627599,2019-11-12
"대화농업체험공원",S-7710,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산서구 대화동 2316-2,경기도 고양시 일산서구 대화동 2316-2,경기도 고양시청,031-8075-2608,37.674765,126.738850,2019-11-12
"주엽공원",S-7504,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산서구 주엽동 118,경기도 고양시 일산서구 주엽동 118,경기도 고양시청,031-8075-2608,37.667641,126.759445,2019-11-12
"문화공원",S-7508,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산서구 주엽동 77,경기도 고양시 일산서구 주엽동 77,경기도 고양시청,031-8075-2608,37.675477,126.765006,2019-11-12
"한뫼공원",S-7207,경기도,고양시,기타,LG,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산서구 탄중로 284,경기도 고양시 일산서구 일산동 1558,경기도 고양시청,031-8075-2608,37.6935574263,126.7762593235,2019-11-12
"후동공원",S-7212,경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산서구 일산동 1400,경기도 고양시 일산서구 일산동 1400,경기도 고양시청,031-8075-2608,37.679882,126.767782,2019-11-12
"숯고개공원",S-7409,경기도,고양시,기타,LG,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산서구 산현로 33,경기도 고양시 일산서구 탄현동 1580,경기도 고양시청,031-8075-2608,37.6907100563,126.7649935332,2019-11-12
"화정1동 행정복지센터 북까페 꽃우물","북까페 1층,2층",경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 화중로 199,경기도 고양시 덕양구 화정동 863,경기도 고양시청,031-8075-2608,37.644864,126.833466,2019-11-12
"시청 본관 기자대기실",1층 기자대기실(중앙.지방),경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 덕양구 고양시청로 10,경기도 고양시 덕양구 주교동 600,경기도 고양시청,031-8075-2608,37.6584144980,126.831912,2019-11-12
"여성커뮤니티센터(일산서구청2층)","소통방 및 무대홀, 토론 및 힐링존",경기도,고양시,기타,KT,"G_PublicWifi_Goyang, PublicWifi_Goyang",2019-07,경기도 고양시 일산서구 중앙로 1600,경기도 고양시 일산서구 대화동 2321,경기도 고양시청,031-8075-2608,37.6779725004,126.745218,2019-11-12
